Name,BSE Code,NSE Code,Industry,Current Price,Average return on equity 5Years,Average return on equity 3Years,Number of equity shares 10years back,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,25.20,17.00,22.38,1.12,2.12,1.91,,2.46,3.51,4.17,8.13,57.82,0.00,0.04,26.08,17.22,22.02,20.39,18.75,18.63,-14.27,12.33,12.49,23726.00,1.05,61.11,51.72,45.19,9.02,14.22,20.13,17.62,17.62,24.40,29.01,27.66,,,100.72,0.00,0.00,261.27
Tirupati Sarjan,531814,,Construction,14.84,3.37,3.67,2.64,22.76,22.41,16.05,0.28,0.62,0.96,1.06,0.00,0.00,0.00,9.04,9.19,10.84,12.96,6.52,4.63,-9.05,8.95,8.98,3921.00,0.00,69.34,65.86,41.17,1.35,1.48,13.11,10.09,10.49,12.52,22.74,44.22,78.04,10.99,130.40,0.00,0.00,48.97
Tirupati Starch,524582,,Miscellaneous,188.65,11.30,13.77,0.61,39.68,35.84,19.53,7.70,10.17,12.19,4.99,0.00,0.00,0.00,12.07,10.35,11.28,9.29,9.09,11.86,-24.53,5.38,5.11,10688.00,0.00,36.37,44.68,60.53,2.46,3.58,7.35,8.29,7.66,8.52,24.15,21.97,10.42,3.07,48.69,0.00,-0.09,180.90
Tirupati Tyres,539040,,Trading,25.60,0.21,0.57,0.34,3.02,5.02,6.16,,,11.53,1.76,,0.00,0.00,4.90,-0.56,-2.75,-0.70,0.03,-0.13,15.00,,,6843.00,0.00,1112.80,,4453.00,-0.59,4.69,90.37,70.10,41.36,90.37,0.88,0.86,3.86,,48037.56,0.00,0.00,62.58
Titaanium Ten,539985,,Textiles - Products,30.84,8.25,9.56,0.02,19.25,21.00,,25.93,30.90,12.53,27.73,0.00,0.00,0.00,9.71,9.26,9.07,9.02,7.43,7.66,5.00,2.94,3.07,103.00,0.00,49.88,104.89,82.59,1.90,2.30,8.89,7.95,9.80,7.95,3.00,8.75,11.21,,82.12,0.00,0.00,20.75
Titagarh Rail,532966,TITAGARH,Engineering,1498.35,7.35,12.38,10.03,70.41,66.31,68.68,2.70,2.67,1.60,1.84,0.00,0.00,3.35,17.27,11.63,7.28,6.48,2.20,3.08,64.71,8.54,6.02,141561.00,2.79,48.31,136.15,80.54,2.66,5.21,41.24,54.64,49.57,47.07,531.87,808.12,1341.66,229.39,83.61,15.22,4.99,20178.84
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,595.10,26.89,22.93,0.77,79.65,45.75,26.45,2.33,1.80,2.16,3.36,19.50,19.65,0.96,29.46,33.45,27.55,23.11,22.98,24.93,12.51,23.71,20.02,18106.00,4.26,47.70,48.05,49.13,20.84,18.90,11.07,12.48,10.96,10.14,153.33,37.19,35.79,12.18,130.95,0.00,0.00,491.77
Titan Company,500114,TITAN,Diamond Cutting / Jewellery,3462.35,26.52,30.28,88.78,84.45,75.12,34.74,1.99,2.01,2.16,2.22,0.00,0.00,649.70,23.05,21.27,22.51,24.22,25.60,26.13,5.70,10.85,10.45,675193.00,28.70,6.83,6.17,7.76,11.14,12.48,87.69,72.16,80.66,87.77,138321.53,101371.87,41082.31,23299.95,127.01,-0.20,0.81,307382.64
Titan Intech,521005,,Computers - Software - Medium / Small,34.57,17.21,20.22,0.40,0.32,1.47,2.67,,,9.77,1.51,0.00,0.00,0.00,54.32,14.58,12.29,9.38,15.60,16.34,,23.13,7.78,11350.00,0.00,58.83,0.00,245.11,6.87,18.05,7.91,10.54,8.34,7.91,0.72,1.72,3.35,5.61,29.75,0.00,0.00,81.41
Titan Securities,530045,,Finance & Investments,40.03,18.44,19.00,2.50,17.69,13.43,10.49,4.34,0.12,2.03,,0.00,0.00,0.00,2.27,1.71,2.74,4.22,,15.49,23.10,7.30,9.61,12909.00,0.00,0.00,0.00,0.00,18.02,19.48,4.56,4.76,4.81,4.54,25.02,11.28,6.70,13.58,927.02,0.00,0.00,100.16
Tokyo Finance,531644,,Finance & Investments,22.00,-2.58,3.99,0.70,14.46,19.00,17.22,,,,,0.00,0.00,0.00,4.01,-1.92,0.40,1.53,-0.11,-0.39,1.54,-102.13,10.16,2110.00,0.00,0.00,0.00,0.00,-2.20,3.65,25.64,18.30,20.29,26.22,6.62,5.16,5.21,3.31,-291.65,0.00,0.00,15.33
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,116.21,0.44,0.20,0.95,60.99,60.36,47.35,1.72,1.94,6.50,4.36,0.00,0.00,0.00,2.52,2.08,2.42,5.56,3.06,0.45,17.91,6.34,8.66,10332.00,0.00,76.05,124.43,131.45,0.29,0.13,134.32,21.36,103.63,153.72,66.56,51.97,109.55,11.92,195.41,0.00,0.00,110.40
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals - Indian - Formulations,3228.10,21.39,20.95,33.84,172.49,142.53,73.60,0.94,1.12,1.02,1.46,48.57,50.23,727.71,20.61,18.88,17.18,21.42,23.05,19.46,13.70,29.67,28.79,61572.00,73.85,68.84,69.46,68.30,8.73,9.23,44.93,37.13,40.64,41.67,43062.42,32989.94,26269.99,8860.33,72.09,2.57,-1.25,109248.67
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,1851.35,14.69,14.58,47.24,211.90,190.45,138.76,13.66,13.64,17.36,27.44,0.00,0.00,707.47,15.38,14.40,13.88,13.35,12.59,13.89,7.83,21.60,22.74,116318.00,65.41,34.12,42.59,34.13,5.75,5.67,17.14,13.89,13.50,14.04,20368.54,12375.88,11071.01,4441.01,13.12,0.29,0.50,88978.99
Total Transport,,TOTAL,Miscellaneous,111.33,5.89,8.07,0.30,32.16,32.93,,,,,,0.00,0.00,0.24,14.10,10.89,14.26,11.17,6.32,9.05,-37.61,2.02,2.23,6480.00,7.70,57.00,90.62,89.73,2.78,4.22,27.68,12.27,12.27,25.26,62.16,44.63,,,38.07,0.00,0.00,179.54
Touchwood Enter.,,TOUCHWOOD,Miscellaneous,135.43,13.03,13.89,0.50,13.27,12.06,,,,,0.50,0.00,0.00,0.26,19.02,17.78,24.06,23.74,15.72,15.67,-14.36,13.32,12.66,1654.00,10.41,67.03,250.71,95.89,8.89,10.12,50.20,39.33,39.33,45.22,116.52,25.19,,,55.32,0.00,0.00,150.07
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,179.90,9.66,9.13,8.07,98.08,93.35,59.36,,,,,0.00,0.00,12.32,10.14,10.24,10.48,10.74,10.48,10.28,-6.63,87.54,87.90,56954.00,20.72,0.00,0.00,0.00,3.94,4.11,7.69,7.78,7.68,6.78,497.21,959.32,663.49,191.70,4.35,-13.23,0.03,1665.79
Toyam Sports,538607,,Miscellaneous,3.60,,-2.53,,0.66,0.64,,,,,,0.00,0.00,0.00,-6.81,-4.55,-4.55,-4.55,,,,-19.64,,20009.00,0.00,188.18,0.00,,,-5.16,287.20,326.00,326.00,326.00,59.50,106.24,39.52,,3957.35,-2.77,0.00,204.41
TPI India,500421,,Packaging,22.21,,,4.30,-6.97,-6.43,,7.13,7.14,5.55,5.01,0.00,0.00,0.00,0.00,0.00,-207.34,-83.57,,,,-2.23,-4.17,6826.00,0.00,28.58,32.86,42.92,25.24,61.98,,,,,13.06,17.40,,,-114.88,0.00,0.00,95.42
TPL Plastech,526582,TPLPLASTEH,Packaging,117.21,13.34,14.67,7.80,11.78,11.11,5.63,2.55,3.06,3.77,6.83,0.00,0.00,3.90,18.29,16.75,17.06,18.29,14.95,14.09,1.50,11.45,11.53,12805.00,28.03,72.40,92.62,85.86,6.39,7.47,20.49,19.33,18.68,18.95,119.81,107.87,403.49,102.02,95.64,0.10,-0.01,914.27
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small,96.86,,26.39,,,,,,,,,0.00,0.00,0.00,7.64,7.64,-10.83,-10.83,,,16.51,-10.88,,32410.00,0.00,41.23,47.44,41.57,-18.43,13.74,32.98,32.98,32.98,32.98,,,,,57.05,,,1011.89
Tradewell Hold,531203,,Finance & Investments,93.38,3.58,14.86,0.30,14.55,16.04,24.16,,,,0.05,0.00,0.00,0.00,12.95,5.14,0.65,0.75,-0.43,-0.58,48.15,4.41,2.12,618.00,0.00,116.98,40.16,21170.00,0.41,5.74,13.48,42.06,13.48,13.48,12.62,17.43,12.02,6.61,-980.57,0.00,0.00,28.01
Trans Freight,513063,,Packaging,31.28,-8.77,1.20,0.73,41.27,29.33,37.57,0.71,0.56,0.99,0.52,0.00,0.00,0.00,1.17,0.89,0.82,-0.45,-5.46,-5.84,12.95,-8550.00,-223.08,3293.00,0.00,6205.00,25550.00,57.25,-7.05,1.03,6.11,2.73,4.04,3.54,7.27,6.39,6.93,8.27,106215.00,0.00,0.00,22.77
Trans India,523752,,Trading,24.74,,,1.69,-2.08,-1.65,-1.91,,0.00,0.00,0.00,,,0.00,37.04,37.04,37.04,-575.31,,,,,,4651.00,0.00,281.11,,,246.57,-146.50,17.28,11.30,11.30,11.30,3.72,3.35,7.37,4.09,112.44,0.03,0.00,87.89
Transchem,500422,,Miscellaneous,41.47,3.44,3.62,1.22,51.42,30.04,31.33,0.25,0.05,0.00,0.00,,,0.00,5.24,4.47,3.22,2.26,1.87,2.47,54.77,,,13500.00,0.00,365.00,0.00,,3.22,3.54,13.22,19.43,18.48,17.47,20.44,29.07,27.48,27.78,50966.46,0.03,-0.02,50.76
Transcorp Intl.,532410,,Finance & Investments,38.84,-1.38,6.37,3.20,14.14,15.49,13.28,181.97,354.45,143.91,156.25,0.00,0.00,0.38,9.09,4.06,7.47,8.14,2.96,2.92,14.95,0.07,0.14,4057.00,573.51,2.66,5.18,4.53,-0.77,2.80,51.19,27.74,49.27,51.19,29.30,71.19,49.48,14.48,-1.94,0.00,0.00,123.73
Transgene Biotek,526139,,Miscellaneous,9.40,-34.70,-37.74,7.58,2.94,4.31,25.26,2.33,4.86,1.82,2.43,0.00,0.00,0.00,-18.14,-20.62,-18.85,-16.64,-16.68,-27.20,11.56,-403.64,-686.67,11342.00,0.00,39.09,21.47,52.14,-4.86,-3.82,,,,,34.70,30.31,13.64,36.52,-5215.80,0.00,0.00,71.22
Transglobe Foods,519367,,Food - Processing - Indian,168.95,,,0.29,-0.69,0.69,-0.14,,,,,,,0.00,-20.33,-13.28,-93.58,-39.07,,,,,,2311.00,0.00,316.44,,0.00,-12.81,-48.36,,10.54,8.95,8.95,2.50,1.05,2.71,,265.75,0.00,0.00,2.45
TransIndia Real,543955,TREL,Miscellaneous,52.59,,,,,,,,,,,,,,8.06,8.06,8.06,8.06,,,,,,71654.00,0.00,58.80,,,,,26.28,26.28,26.28,26.28,,,,,1514.64,,,1292.11
Transpact Enter.,542765,,Trading,331.60,-27.88,-20.88,0.00,21.21,23.02,,0.00,0.00,0.00,,0.00,0.00,0.00,-14.13,-18.65,-18.88,-24.80,-33.10,-31.80,14.02,-51.79,,62.00,0.00,0.00,0.00,84.23,-16.93,-10.98,,,,,6.26,,,,-167.13,0.00,0.00,12.82
Transpek Inds.,506687,,Chemicals,1729.50,12.65,12.07,0.59,679.98,605.93,127.33,4.31,5.65,5.15,5.36,0.00,0.00,9.39,15.74,15.75,16.85,19.15,14.61,13.66,-23.63,17.15,16.88,12935.00,19.31,56.81,81.86,57.37,8.15,8.20,15.20,16.29,16.75,14.41,761.57,839.29,329.75,70.14,70.61,-1.78,-0.45,966.02
Transport Corp.,532349,TCI,Miscellaneous,1005.30,18.77,20.42,7.57,151.71,133.27,81.97,1.18,16.40,19.46,18.46,0.00,0.00,34.86,21.66,18.79,18.13,16.69,17.48,18.52,1.70,10.57,9.59,49880.00,14.43,55.18,66.56,68.27,13.40,16.14,18.71,17.56,18.02,17.11,1974.91,2489.60,1788.23,483.04,54.18,0.50,-0.22,7828.89
Transteel Seatin,,TRANSTEEL,Miscellaneous,69.50,,48.55,,,,,,,,,0.00,,,33.85,33.85,33.85,33.85,,,,,,,0.00,86.02,38.40,,,11.32,0.57,0.57,0.57,0.57,,,,,75.26,,,140.24
Transvoy Logist.,543754,,Miscellaneous,186.00,,,,,,,,,,,,,,13.82,13.82,13.82,13.82,,,,,,250.00,0.00,39.42,,,,,29.75,29.75,29.75,29.75,,,,,72.25,,,49.53
Transwar.Fin.,532812,TFL,Finance & Investments,31.88,-18.34,-15.53,4.89,3.37,4.02,11.27,162.86,0.29,33.00,,0.00,0.00,0.00,2.05,-1.02,0.50,0.70,-5.26,-10.25,20.93,-6.44,1.66,5864.00,0.00,317.58,243.97,263.40,-5.43,-3.44,138.62,54.00,50.86,56.00,10.71,22.98,45.92,20.24,111.09,0.00,0.00,155.81
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,19.70,1.11,3.65,0.03,21.41,22.78,,0.00,-0.18,-1.68,2.67,0.00,0.00,0.00,5.09,2.73,4.05,6.65,2.70,1.86,20.77,2.48,4.47,356.00,0.00,77.02,266.37,122.22,0.83,2.59,15.27,8.02,8.35,15.32,4.82,6.02,,,159.09,0.00,0.00,13.18
Tranway Technol.,542923,,Computers - Software - Medium / Small,7.40,,2.33,,14.86,14.77,,,,,,0.00,6.87,0.00,5.15,4.02,4.02,4.02,,,,8.20,,241.00,0.00,19.79,38.30,,,1.64,14.59,15.39,15.39,15.39,11.25,,,,469.21,0.00,0.00,7.84
Tree House Edu.,533540,TREEHOUSE,Miscellaneous,25.46,-8.36,-7.45,4.23,66.91,75.72,152.38,0.05,0.09,0.06,0.49,0.00,0.00,0.00,-5.71,-6.27,-6.91,-3.86,-5.26,-9.09,12.71,-11.68,30.58,15410.00,0.00,1018.72,1353.74,1913.76,-7.28,-6.78,471.00,30.91,471.00,471.00,30.68,24.12,79.54,958.99,902.34,-0.04,0.00,107.72
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,176.53,-2.34,-6.17,,388.56,383.17,,,,,,100.00,0.00,0.12,-5.20,-1.97,-0.88,-0.88,,,-17.40,22.85,,14342.00,1.80,155.46,157.71,140.37,-2.01,-4.40,8.41,6.29,6.29,6.29,35.09,31.61,,,1136.81,-0.45,-0.22,256.26
Trent,500251,TRENT,Trading,5538.25,9.46,15.20,33.23,65.07,67.17,42.79,3.06,3.53,3.34,4.03,0.00,0.00,61.86,14.83,12.63,12.04,10.46,7.72,8.75,35.50,13.86,12.17,130471.00,27.45,1.81,2.92,2.30,3.05,5.39,179.07,163.77,163.87,178.91,26698.89,12026.54,8862.89,3417.04,39.01,-2.41,2.50,196877.84
Trescon,532159,,Construction,14.09,1.79,1.14,,14.23,13.97,,,,11.47,,0.00,0.00,0.00,1.65,2.68,3.18,3.18,,1.70,66.81,,,6445.00,0.00,-2895.67,428.04,26.14,1.73,1.11,51.98,80.51,80.51,84.99,418.61,576.99,,,995569.44,-2.76,2.58,102.13
TRF,505854,TRF,Engineering,538.60,,,1.10,-451.80,-368.61,-14.72,0.58,0.74,1.76,2.95,0.00,0.00,0.00,112.99,21.11,8.15,5.03,,,,-13.61,-10.88,22297.00,0.00,262.78,615.90,489.64,-4.24,9.60,3.80,3.80,3.80,3.80,93.59,131.56,250.24,159.23,-96.87,0.72,0.00,592.46
Tricom Fruit,531716,,Food - Processing - Indian,1.53,,,1.71,-45.05,-30.87,-19.93,0.00,0.00,0.00,0.42,,,0.00,0.00,-9.41,-9.68,-9.18,,,,,,3487.00,0.00,0.00,,,-1.03,0.00,,39.71,39.71,,7.75,10.62,4.45,10.44,0.00,0.00,0.00,2.92
Trident,521064,TRIDENT,Textiles - Cotton/Blended,38.21,12.70,13.69,508.64,6.53,5.93,2.86,2.53,2.69,3.16,3.23,0.00,0.00,182.62,15.22,13.21,12.45,11.68,12.34,12.37,-8.82,17.27,17.94,1918108.00,38.71,21.81,36.14,45.73,7.29,8.37,36.47,17.45,23.21,28.20,7159.82,3653.83,4407.87,457.30,65.89,1.03,0.05,19472.08
Trident Lifeline,543616,,Pharmaceuticals - Indian - Bulk Drugs & Formln,293.00,,,,,,,,,,,,,,21.15,21.15,21.15,21.15,,,,,,387.00,0.00,107.35,,,,,29.57,29.57,29.57,29.57,,,,,200.90,,,336.93
Trident Techlabs,,TECHLABS,Computers - Software - Medium / Small,740.00,,32.34,,,,,,,,,0.00,,,23.71,23.71,23.71,23.71,,,,,,,0.00,295.63,512.42,,,10.15,13.41,13.41,13.41,13.41,,,,,284.24,,,1278.80
Trident Texofab,540726,,Trading,42.47,8.25,9.80,0.08,11.90,11.91,,4.70,11.34,22.22,10.25,0.00,0.00,0.00,9.93,10.66,11.42,12.06,8.67,8.87,-14.92,5.93,4.02,6293.00,0.00,132.15,221.44,123.49,1.58,1.86,39.59,41.40,41.40,39.37,25.93,39.24,,,104.87,0.00,0.00,42.77
Tridev Infra.,531568,,Finance & Investments,7.06,-6.90,-12.76,0.65,7.25,7.23,7.06,2.00,0.01,198.00,,0.00,0.00,0.00,-17.35,-10.28,-6.86,-5.97,-3.04,-4.47,72.29,-70.79,-12.90,894.00,0.00,0.00,75.15,3215.48,-6.99,-11.79,5.20,7.93,7.46,5.87,0.72,0.54,2.56,2.69,16.74,0.00,0.00,4.61
Tridhya Tech,,TRIDHYA,Computers - Software - Medium / Small,31.00,,,,,,,,,,,,,,10.21,10.21,10.21,10.21,,,,,,9.00,0.00,72.22,,,,,16.31,16.31,16.31,16.31,,,,,235.54,,,72.19
Trigyn Techno.,517562,TRIGYN,Computers - Software - Medium / Small,130.10,7.06,4.89,2.94,181.30,163.56,84.05,4.22,4.59,1.78,,0.00,0.00,0.15,8.47,11.85,13.90,15.95,8.89,8.10,-25.78,6.02,7.23,37235.00,0.00,85.71,89.43,78.96,6.05,4.02,9.54,7.22,7.88,7.90,191.03,221.00,341.11,82.24,61.58,0.26,0.00,400.52
Triliance Poly,509046,,Finance & Investments,18.84,-7.46,-6.14,0.02,5.42,6.25,15.42,,,,,0.00,0.00,0.00,-19.38,-23.58,-20.80,-17.78,-7.53,-7.90,12.32,,,162.00,0.00,0.00,0.00,0.00,-20.82,-16.47,,,,,0.31,0.31,0.31,0.31,0.00,0.00,0.00,9.63
Trimurthi,536565,,Finance & Investments,19.88,-10.60,-7.06,0.81,10.86,14.90,14.00,6.24,8.56,12.79,2.06,0.00,0.00,0.00,-6.59,-10.05,-6.68,-4.46,-4.12,-6.41,-36.61,-49.36,-13.91,2391.00,0.00,23.00,25.08,216.37,-10.08,-6.62,1894.00,55.29,103.33,203.50,5.48,5.67,6.33,5.37,420.26,0.00,0.00,19.78
Trinity League,531846,,Finance & Investments,15.99,,-21.56,,4.48,5.51,,,,,,0.00,0.00,0.00,-15.08,-14.30,-14.30,-14.30,,,,-39.20,,2029.00,0.00,25.59,64.64,,,-16.84,21.72,21.72,21.72,21.72,6.38,7.09,2.75,2.55,5106.98,0.00,0.00,12.66
Trio Merc. Trad.,534755,,Trading,1.06,-0.63,-1.07,3.25,3.64,3.84,4.55,28.59,26.25,32.51,64.00,0.00,0.00,0.00,-1.05,-0.48,0.15,0.61,0.04,-0.13,,-19.79,-5.43,10989.00,0.00,0.00,0.00,0.39,-0.56,-0.92,42.40,54.75,56.50,62.30,32.95,25.64,15.50,16.44,342.96,0.00,0.00,7.20
Trishakti Indus,531279,,Finance & Investments,70.41,3.68,4.83,1.49,6.34,5.79,5.19,,,,1.00,0.00,0.00,0.15,6.89,5.17,4.25,4.80,3.53,3.17,30.16,1.60,2.52,1226.00,38.90,21.53,0.00,134.47,3.04,4.03,35.38,26.76,33.96,34.53,3.98,5.89,2.71,4.78,78.51,0.00,0.00,104.58
Triton Corp.,523387,,Computers - Software - Medium / Small,0.54,-12.98,-25.76,19.99,0.17,0.24,0.94,,,,,,,0.00,-9.03,-7.73,-5.83,-4.72,-10.14,-13.33,,,,19253.00,0.00,0.00,,,-4.80,-5.48,,0.59,0.59,,4.00,3.80,7.00,5.00,0.00,0.00,-0.10,10.79
Triton Valves,505978,,Auto Ancillaries,3757.50,,-3.63,,829.51,751.65,,3.85,,,,5.07,0.00,1.06,4.18,5.28,5.28,5.28,,,,7.01,,6132.00,8.10,50.23,70.31,,,-1.30,69.74,24.31,24.31,24.31,99.03,102.95,128.54,30.43,95.95,0.00,0.00,444.71
Triven.Engg.Ind.,532356,TRIVENI,Sugar,397.90,20.96,19.95,25.79,64.35,53.99,25.54,1.89,1.62,1.60,1.26,0.00,0.00,69.04,17.79,18.17,16.43,13.89,18.44,20.35,-7.32,12.32,11.19,94966.00,18.12,24.09,16.27,27.49,9.51,10.42,16.86,10.76,13.55,14.37,2042.83,1577.33,2284.10,457.77,152.18,2.21,3.54,8709.95
Triveni Enterpri,538569,,Trading,2.53,3.44,4.82,5.72,1.59,1.57,1.53,,,,,,,0.00,6.76,4.68,3.57,2.91,2.16,2.66,7.14,,,11472.00,0.00,273.12,0.00,,2.47,3.38,52.25,69.88,69.88,66.67,90.73,509.72,460.67,,335.12,0.00,0.00,14.48
Triveni Glass,502281,,Glass & Glass Products,21.54,,,1.26,15.04,14.99,-44.42,,8.76,4.22,2.61,0.00,0.00,0.00,123.75,73.08,56.28,41.68,,,,,,14858.00,0.00,0.00,-527.22,6.90,12.81,22.33,13.59,5.38,8.21,11.13,6.39,12.25,38.17,10.47,0.00,0.00,-0.07,27.18
Triveni Turbine,533655,TRITURBINE,Electric Equipment,607.70,22.52,23.09,33.00,19.72,16.40,6.93,2.10,2.24,2.35,3.12,0.00,0.00,31.87,30.31,29.52,30.73,38.75,25.05,22.45,7.10,19.37,19.90,82728.00,12.90,40.20,40.07,76.02,13.59,13.58,56.88,38.87,39.24,47.26,3291.25,3485.23,4781.30,2377.25,-15.51,13.12,-0.84,19317.38
Trom,,TROM,Electric Equipment,240.85,,54.30,,,,,,,,,0.00,,,37.40,37.40,37.40,37.40,,,,,,,0.00,136.21,174.49,,,8.66,26.54,26.54,26.54,26.54,,,,,81.41,,,221.46
TruCap Finance,540268,TRU,Finance & Investments,47.71,4.66,4.56,3.88,12.33,4.44,,,,,0.02,0.00,0.00,0.11,11.06,10.71,12.89,9.24,5.24,5.40,-13.51,49.01,48.43,9842.00,1.43,109.57,32.00,0.19,2.64,1.56,106.69,73.54,76.09,99.95,737.54,65.21,13.89,,130.66,6.47,0.00,557.73
Trust Fintech,,TRUST,Computers - Software - Medium / Small,176.00,,28.42,,,,,,,,,0.00,,,33.06,33.06,33.06,33.06,,,,,,,0.00,108.70,61.85,,,21.15,29.50,29.50,29.50,29.50,,,,,69.58,,,419.32
TTI Enterprise,538597,,Finance & Investments,13.09,,,2.54,10.52,10.45,10.23,0.46,0.12,0.24,1.41,0.00,0.00,0.00,-0.22,-0.10,0.16,0.30,,,,0.66,2.16,8057.00,0.00,0.00,0.00,0.00,,,149.52,84.72,78.74,107.56,2.67,3.68,7.88,,1411.85,0.00,0.00,33.25
TTK Healthcare,507747,TTKHLTCARE,Diversified - Medium / Small,1636.20,32.41,38.44,0.78,208.52,176.21,152.29,3.14,4.33,5.27,6.31,0.00,0.00,11.02,8.81,8.02,10.07,13.15,27.30,28.98,-8.59,4.33,5.72,16109.00,19.56,40.30,45.83,46.65,19.69,28.94,39.51,35.49,35.55,35.62,699.03,957.68,612.19,406.55,21.52,-0.17,-1.15,2312.01
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,979.15,14.85,14.33,,108.59,94.25,,2.82,2.60,2.69,,0.00,0.00,69.30,19.05,19.44,20.59,20.96,,15.44,-8.65,13.50,,101917.00,32.13,42.68,48.39,52.85,11.06,10.75,42.72,45.43,44.72,43.08,10048.36,10085.64,6855.37,3543.21,65.38,-2.48,1.27,13572.39
Tube Investments,540762,TIINDIA,Steel - Large,4050.20,24.64,27.22,,112.63,92.28,,4.56,4.17,4.26,,0.00,0.00,67.21,28.16,23.73,21.62,22.22,,23.12,8.95,11.83,,75343.00,7.16,54.45,76.71,40.98,10.88,13.11,62.69,57.94,57.94,61.73,23009.80,7193.10,,,7.84,1.58,0.67,78337.30
Tulasee Bio-Eth.,524514,,Chemicals,17.73,-1.26,-12.99,0.59,2.09,2.36,2.39,0.00,0.00,0.00,0.00,,,0.00,-1.66,-0.15,-0.73,-0.77,-4.83,-5.32,2.83,,,1307.00,0.00,0.00,,,-0.16,-1.59,,21.19,21.19,21.19,9.78,6.94,6.95,2.42,0.00,0.00,0.00,10.45
Tulive Developer,505285,,Construction,727.40,-1.86,-2.36,0.35,231.06,233.94,216.62,,,,,0.00,0.00,0.00,-2.36,-1.90,-0.99,1.89,2.82,-0.67,,,,279.00,0.00,0.00,,1338.33,-1.89,-2.35,32.57,6.71,44.19,32.58,41.36,67.63,54.71,30.31,0.00,0.00,0.00,156.71
Tulsyan NEC,513629,,Steel - Medium / Small,91.50,,,1.50,-431.04,-422.79,66.43,5.21,6.46,5.30,8.02,0.00,0.00,0.00,-0.88,-0.36,-0.24,0.78,,,,2.24,3.25,4632.00,0.00,47.82,98.80,107.25,-8.67,-1.08,,76.94,,,19.05,19.05,23.25,27.83,48.06,0.00,0.00,137.25
Tuni Text. Mills,531411,,Textiles - Processing,1.93,0.40,1.14,13.06,0.95,0.93,0.94,1.33,1.12,2.25,2.56,0.00,0.00,0.00,5.82,5.52,4.87,4.97,-0.15,-0.40,13.47,3.64,3.76,41861.00,0.00,90.18,166.08,131.93,0.13,0.41,83.50,69.00,80.00,85.00,6.27,2.48,6.40,16.33,174.90,0.00,0.00,25.21
Tunwal E-Motors,,TUNWAL,Automobiles - Motorcycles / Mopeds,49.95,76.85,77.53,,,,,2.70,2.35,,,0.00,0.00,0.00,38.77,27.13,27.13,27.13,,,,11.35,,,0.00,13.95,22.81,,7.43,11.04,18.26,18.26,18.26,18.26,,,,,89.30,,,276.23
Tuticorin Alkali,506808,,Chlor Alkali / Soda Ash,84.87,,,1.48,-21.00,-16.24,-119.74,4.29,5.41,3.83,4.29,0.00,0.00,0.00,146.32,146.32,146.32,146.32,,,,3.90,-4.33,20782.00,0.00,56.92,72.85,46.79,-9.74,6.03,10.71,9.27,10.71,10.71,128.66,6.67,17.41,3.43,-153.19,-12.02,0.00,1034.02
TV Vision,540083,TVVISION,Entertainment / Electronic Media Software,8.25,,,,-3.36,11.77,,-1.35,,,,0.00,0.00,0.00,-33.59,-47.44,-38.31,-22.08,,,,-9.06,7.50,11277.00,0.00,79.57,124.50,93.84,-18.96,-18.18,,99.65,50.80,,8.74,11.18,886.02,,-832.99,0.00,-1.86,31.96
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,45.58,4.91,3.25,171.44,24.45,21.78,20.11,0.01,0.01,0.03,0.04,0.00,0.00,0.00,6.19,8.36,6.92,5.67,3.36,4.45,,7.26,7.10,364592.00,0.00,72.21,99.71,90.79,5.08,3.71,19.80,35.70,23.51,18.02,4928.79,6085.98,7200.31,4339.06,415.05,-4.87,0.78,7814.05
