Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization
Ratnabhumi Dev.,540796,,Construction,127.50,0.51,3094.12,0.31,8.48,0.23,0.00,0.51,15.78,0.79,16.57,0.79,15.78,15.55,0.23,-0.07,0.31,0.00,0.31,0.00,-9270.59,1.08,3094.12,60.78,15.78,15.55,0.79,0.23,15.78,0.31,0.01,-0.07,0.79,202403.00,-11.38,7.39,0.01,7.40,0.13,7.27,7.04,0.23,-0.01,0.23,0.00,0.23,0.00,64.94,34.85,0.17,0.81,0.11,174.68
Ratnamani Metals,520111,RATNAMANI,Steel - Medium / Small,3603.35,5059.10,17.73,621.26,27.72,88.85,0.00,5059.10,897.13,73.21,968.29,97.54,870.75,45.13,827.67,202.57,621.26,2.05,625.10,98.14,65.81,258.58,17.73,12.33,897.13,45.13,97.54,88.85,870.75,625.10,198.51,202.57,73.21,202403.00,4474.40,775.68,32.39,808.37,83.34,725.03,31.19,693.54,181.26,510.70,-0.30,512.28,84.12,17.34,11.45,72.83,5062.48,624.56,25256.60
Ratnaveer Precis,543978,RATNAVEER,Steel - Medium / Small,189.22,681.94,8.80,35.36,12.87,7.29,0.00,595.38,49.99,7.02,57.01,5.82,51.19,12.09,39.10,8.04,31.05,0.00,31.05,0.00,86.03,6.81,8.40,5.22,59.98,13.44,7.78,6.40,59.31,35.36,8.30,10.52,7.11,202403.00,479.75,45.62,1.40,47.00,4.02,42.98,12.29,30.71,5.67,25.03,0.02,25.04,0.00,9.51,5.22,7.22,595.38,31.06,917.70
RattanIndia Ent,534597,RTNINDIA,Miscellaneous,76.92,5609.64,0.91,471.37,36.04,3.08,0.00,5609.64,51.27,532.04,633.33,17.29,616.04,113.51,452.51,28.06,471.37,-50.02,424.45,0.00,83.48,121.29,0.91,8.40,51.27,113.51,17.29,3.08,616.04,424.45,18.72,28.06,532.04,202403.00,4123.79,40.44,-254.64,44.89,9.88,35.01,49.26,-273.34,12.75,-40.97,-259.09,-286.10,0.00,0.98,-1.00,-2.06,5421.11,367.92,10632.42
RattanIndia Pow.,533122,RTNPOWER,Power Generation And Supply,17.31,3448.56,19.65,-1095.97,8.39,17.76,0.00,3364.00,645.83,10975.86,986.61,381.94,604.67,2363.37,8876.38,-20.37,-1738.33,10635.08,8896.75,0.00,0.00,60.42,19.20,-51.67,677.67,1805.98,338.90,16.57,675.35,9539.11,0.00,-34.66,10971.66,202403.00,3231.16,738.31,328.20,1066.51,404.37,662.14,2511.62,-1849.48,20.37,-1869.85,0.00,-1869.85,0.00,22.85,-57.87,-3.48,3364.00,8896.75,9295.65
Raunaq Intl.,537840,,Engineering - Turnkey Services,39.28,3.74,-51.60,-1.07,-16.19,-3.20,0.00,3.74,-1.93,0.91,-1.02,0.14,-1.16,0.07,-1.23,-0.16,-1.07,0.00,-1.07,0.00,98.13,0.57,-51.60,-28.61,-1.93,0.07,0.14,-3.20,-1.16,-1.07,0.00,-0.16,0.91,202403.00,5.77,-3.80,1.56,-1.78,0.25,-2.03,0.33,-2.82,-0.45,-1.92,-0.46,-2.38,0.00,-65.86,-33.28,-7.12,3.78,-3.08,13.13
Ravi Leela Gran,526095,,Miscellaneous,41.88,31.47,10.07,-0.60,6.02,-0.57,0.00,31.47,3.17,2.46,5.63,1.99,3.64,3.51,0.13,0.73,-0.60,0.00,-0.60,0.00,48.55,3.83,10.07,-1.91,3.17,3.51,1.99,-0.57,3.64,-0.60,0.16,0.73,2.46,202403.00,29.50,5.37,1.53,6.90,2.06,4.84,4.44,0.40,2.05,-1.64,0.00,-1.65,0.00,18.20,-5.56,-1.56,31.59,-0.73,44.33
Ravikumar Distll,533294,RKDL,Breweries & Distilleries,38.55,24.58,-14.52,0.23,0.32,-0.81,0.00,24.58,-3.57,2.06,0.66,0.40,0.26,0.04,-1.95,0.00,0.23,-2.17,-1.94,0.00,88.97,1.88,-14.52,0.94,-3.57,0.04,0.40,-0.81,0.26,-1.94,0.00,0.00,2.06,202403.00,28.83,-0.89,-1.03,-0.89,0.29,-1.18,0.07,-2.28,0.00,-1.25,-1.03,-2.28,0.00,-3.09,-4.34,-0.95,23.71,-5.59,92.52
Ravinder Heights,543251,RVHL,Construction,46.23,0.62,-1438.71,-2.15,-0.75,-0.35,-0.07,0.62,-8.92,9.25,0.33,2.17,-1.84,0.27,-2.11,0.04,-2.15,0.00,-2.15,0.00,0.00,2.35,-1438.71,-346.77,-8.92,0.27,2.17,-0.35,-1.84,-2.15,0.21,0.04,9.25,202403.00,12.04,2.48,4.67,6.58,2.17,4.41,0.43,4.55,-1.61,5.89,0.57,6.17,0.00,20.60,48.92,1.01,12.25,5.11,283.51
Ravindra Energy,504341,RELTD,Miscellaneous,79.35,130.97,25.23,8.61,12.21,-3.30,0.00,130.97,33.05,-49.04,48.52,13.39,35.13,16.48,-45.86,5.01,8.61,-64.51,-50.90,0.00,45.01,7.12,25.23,6.57,33.05,16.48,13.39,-3.30,35.13,-50.90,0.04,5.01,-49.04,202403.00,252.63,13.50,33.14,46.67,11.34,35.33,13.47,21.83,5.08,15.55,-0.03,16.70,0.00,5.34,6.62,1.13,214.80,21.22,1223.82
Raw Edge Indust.,541634,,Mining / Minerals / Metals,37.09,44.97,6.98,-0.59,3.24,-0.59,0.00,44.97,3.14,0.03,3.17,1.70,1.47,2.23,-0.76,-0.17,-0.59,0.00,-0.59,0.00,55.21,2.74,6.98,-1.31,3.14,2.23,1.70,-0.59,1.47,-0.59,0.00,-0.17,0.03,202403.00,52.83,3.89,0.01,3.90,1.59,2.31,2.29,0.02,0.00,0.02,0.00,0.02,0.00,7.36,0.04,0.02,42.94,-1.54,37.31
Raymed Labs,531207,,Pharmaceuticals - Indian - Formulations,2.50,0.00,,-0.10,,-0.23,0.00,0.00,-0.10,0.00,-0.10,0.00,-0.10,0.00,-0.10,0.00,-0.10,0.00,-0.10,0.00,,0.04,,,-0.10,0.00,0.00,-0.23,-0.10,-0.10,0.00,0.00,0.00,202403.00,0.00,-0.19,0.02,-0.17,0.01,-0.18,0.00,-0.18,0.00,-0.17,0.00,-0.17,0.00,,,-0.40,0.00,-0.14,1.07
Raymond,500330,RAYMOND,Textiles - Products,1979.90,9019.51,14.51,1672.42,30.93,245.91,-0.09,9019.51,1309.08,1216.16,2564.73,283.68,2281.05,375.82,1865.74,222.67,1672.42,-39.49,1643.07,66.55,28.55,1197.44,14.51,18.60,1309.08,375.82,283.68,245.91,2281.05,1643.07,201.74,222.67,1216.16,202403.00,8214.72,1199.41,30.52,1336.90,235.35,1101.55,257.26,737.32,200.36,601.76,-106.97,536.96,19.97,14.60,7.44,79.42,8561.20,1609.77,13180.93
RBL Bank,540065,RBLBANK,Banks - Private Sector,226.90,13034.66,37.71,1251.33,6.23,20.71,0.00,12394.30,4775.38,3042.89,7817.71,214.58,7603.13,6351.41,1252.28,84.36,1167.40,0.56,1167.92,90.76,0.00,1496.00,38.53,9.42,4914.83,6714.00,0.00,19.30,8077.77,1251.33,112.44,112.44,3162.94,202403.00,9676.57,3565.87,2489.43,6055.57,196.41,5859.16,4678.39,1180.50,297.78,882.92,-0.27,882.72,89.94,36.85,9.12,14.72,12394.30,1167.92,13759.62
RBM Infracon,,RBMINFRA,Construction,542.05,129.73,14.54,11.09,28.63,10.98,0.00,129.73,18.86,0.26,19.12,1.26,17.86,1.86,16.00,4.90,11.09,0.00,11.09,0.00,-10.94,57.67,14.54,8.55,18.86,1.86,1.26,10.98,17.86,11.09,4.90,4.90,0.26,202403.00,83.19,4.69,0.09,4.78,0.75,4.03,0.93,3.10,0.89,2.21,0.00,2.21,0.00,5.64,2.66,2.62,,,547.63
RBZ Jewellers Lt,544060,RBZJEWEL,Diamond Cutting / Jewellery,131.70,327.43,11.75,21.57,16.12,5.39,0.00,327.43,38.48,0.39,38.87,1.37,37.50,7.88,29.62,8.05,21.57,0.00,21.57,0.00,79.82,8.69,11.75,6.59,38.48,7.88,1.37,5.39,37.50,21.57,7.74,8.05,0.39,202403.00,287.93,37.82,1.65,39.52,1.37,38.15,8.33,29.77,7.44,22.37,-0.05,22.33,0.00,13.14,7.77,7.44,,,526.80
RCI Industries,537254,,Mining / Minerals / Metals,5.47,38.72,-109.76,-53.15,-48.54,-33.90,0.00,59.68,-60.68,0.23,-60.45,11.28,-71.73,0.60,-72.33,-0.23,-72.10,0.00,-72.10,0.00,119.74,4.38,-101.68,-120.81,-42.50,1.77,9.61,-45.99,-51.82,-53.15,0.00,-0.45,0.29,202203.00,68.80,-78.53,-1.07,-77.89,12.47,-90.36,0.18,-92.25,-1.70,-88.84,-1.71,-90.55,0.00,-114.14,-129.13,-57.76,40.83,-72.98,8.58
RDB Rasayans,533608,,Packaging,165.15,103.20,15.97,24.23,18.53,13.68,0.00,103.20,16.48,17.18,33.66,1.26,32.40,0.15,32.25,8.02,24.23,0.00,24.23,0.00,58.69,12.19,15.97,23.48,16.48,0.15,1.26,13.68,32.40,24.23,8.29,8.02,17.18,202403.00,109.34,19.35,14.79,33.35,1.30,32.05,0.12,32.72,8.35,23.78,0.79,24.37,0.00,17.70,21.75,13.76,104.08,20.91,292.48
RDB Realty,533285,,Construction,245.55,110.29,34.79,19.67,5.29,11.38,0.00,110.29,38.37,8.29,46.66,6.02,40.64,18.89,21.75,1.13,19.67,0.00,20.62,0.00,47.92,1.96,34.79,18.70,38.37,18.89,6.02,11.38,40.64,20.62,6.62,1.13,8.29,202403.00,128.56,19.64,13.38,33.04,0.14,32.90,12.59,20.29,3.37,16.90,-0.02,16.88,0.00,15.28,13.15,9.77,116.70,16.40,424.31
Real Eco-Energy,530053,,Trading,33.66,0.31,-22.58,0.19,2.47,0.10,0.00,0.31,-0.07,0.27,0.20,0.00,0.20,0.00,0.20,0.01,0.19,0.00,0.19,0.00,96.77,0.01,-22.58,61.29,-0.07,0.00,0.00,0.10,0.20,0.19,0.00,0.01,0.27,202403.00,6.78,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.29,0.29,0.01,4.74,-0.01,67.32
Real Touch Fin,538611,,Finance & Investments,78.27,20.54,71.96,2.77,8.54,2.18,0.00,18.74,13.40,0.15,13.55,0.26,13.29,9.36,3.93,1.29,2.63,0.00,2.63,0.00,0.00,2.80,71.50,14.03,14.78,10.62,0.26,2.07,14.64,2.77,1.68,1.25,0.12,202403.00,9.31,7.23,0.97,8.20,0.06,8.14,4.41,3.73,1.11,2.62,0.00,2.62,0.00,77.66,28.14,2.06,18.77,2.64,99.35
REC Ltd,532955,RECLTD,Finance - Term-Lending Institutions,611.05,49495.85,99.92,14637.60,10.05,55.59,0.00,47517.36,47883.36,48.31,47935.91,23.99,47911.92,29947.74,17959.94,3814.48,14148.80,-4.24,14145.46,4213.15,0.00,238.52,100.77,29.78,49455.36,30919.32,24.08,53.72,49507.33,14637.60,3488.13,3950.41,76.05,202403.00,39485.99,37627.73,27.53,37657.82,24.26,37633.56,23733.33,13897.67,2730.69,11169.01,-2.56,11166.98,3317.86,95.29,28.29,42.41,47521.12,14145.46,160903.15
Redington,532805,REDINGTON,Trading,202.53,89440.86,2.05,1185.18,19.46,15.55,0.00,89345.71,2008.74,263.84,2266.79,181.10,2085.69,516.83,1574.65,336.04,1214.31,5.79,1238.61,484.68,94.33,1289.44,2.25,1.38,1829.18,377.48,189.73,15.59,1892.73,1200.45,390.21,314.80,253.28,202403.00,79376.78,2202.58,141.76,2341.45,155.40,2186.05,355.47,1833.47,394.08,1390.38,2.89,1439.39,562.72,2.77,1.81,17.82,89345.71,1238.61,15833.28
Redtape,543957,REDTAPE,Trading,708.00,1842.92,17.09,176.24,31.88,12.75,0.03,1842.92,314.94,13.05,327.99,59.24,268.75,32.51,236.24,60.00,176.24,0.00,176.24,0.00,51.47,92.66,17.09,9.56,314.94,32.51,59.24,12.75,268.75,176.24,61.30,60.00,13.05,202403.00,1468.31,244.35,6.65,250.87,44.44,206.43,17.46,189.10,46.95,142.05,0.13,142.15,0.00,16.64,9.67,10.29,1714.85,169.84,9784.69
Reetech Intl,543617,,Trading,50.00,29.27,2.49,1.06,10.00,2.46,0.00,29.27,0.73,1.00,1.76,0.13,1.63,0.15,1.45,0.41,1.06,-0.03,1.04,0.00,94.06,0.39,2.49,3.62,0.73,0.15,0.13,2.46,1.63,1.04,0.44,0.41,1.00,202403.00,165.28,0.54,1.15,1.71,0.16,1.55,0.38,1.15,0.38,0.92,-0.02,0.90,0.00,0.33,0.56,2.13,,,21.14
Refex Industries,532884,REFEX,Trading,264.10,1382.87,10.56,93.08,26.39,8.11,1.85,1382.87,146.10,18.13,164.36,13.54,150.82,29.36,121.33,28.35,93.08,-0.13,92.98,0.00,86.04,20.49,10.56,6.73,146.10,29.36,13.54,8.11,150.82,92.98,31.03,28.35,18.13,202403.00,1629.15,174.65,8.04,182.85,6.89,175.96,19.41,156.39,40.33,116.18,-0.16,116.06,4.42,10.72,7.13,10.50,1670.66,110.27,3055.15
Refex Renewables,531260,,Engineering - Turnkey Services,526.20,76.09,43.23,-14.04,4.68,-55.03,0.00,76.09,32.89,18.02,39.67,17.64,22.03,41.59,-8.32,26.10,-14.04,11.24,-34.42,0.00,7.31,11.16,43.23,-25.71,32.89,41.59,17.64,-55.03,22.03,-34.42,0.91,26.10,18.02,202403.00,76.18,8.74,19.89,28.83,16.06,12.77,35.14,-22.57,7.51,-23.28,-0.20,-30.09,0.00,11.47,-39.33,-52.07,92.81,-34.83,236.26
Refractory,,REFRACTORY,Refractories / Intermediates,215.00,40.55,15.68,4.02,18.54,2.54,,40.55,6.36,2.47,8.83,1.94,6.89,1.55,5.34,1.32,4.02,0.00,4.02,0.00,45.60,3.20,15.68,9.91,6.36,1.55,1.94,2.54,6.89,4.02,1.40,1.32,2.47,202403.00,37.97,3.87,0.86,4.73,1.06,3.67,1.08,2.59,0.67,1.92,0.00,1.92,0.00,10.19,5.06,,,,468.70
Regency Ceramics,515018,REGENCERAM,Ceramics - Tiles / Sanitaryware,50.83,2.16,-306.48,-9.38,-186.11,-3.71,0.00,2.16,-6.62,0.97,-5.22,4.16,-9.38,0.00,-9.81,0.00,-9.38,-0.43,-9.81,0.00,88.89,3.34,-306.48,-434.26,-6.62,0.00,4.16,-3.71,-9.38,-9.81,0.00,0.00,0.97,202403.00,0.04,-2.08,-9.27,1.11,4.28,-3.17,0.01,-15.64,0.00,-3.18,-12.46,-15.64,0.00,-5200.00,-7950.00,-5.91,0.93,-18.70,134.39
Regency Fincorp,540175,,Finance & Investments,14.54,15.38,75.62,2.24,9.69,0.58,-0.30,15.73,12.83,-0.45,12.83,0.85,11.98,8.97,2.56,0.60,2.30,-0.45,1.97,0.00,0.00,1.60,81.56,14.62,11.63,8.45,0.86,0.52,11.37,2.24,0.76,0.69,0.60,202403.00,13.51,11.05,0.01,11.06,0.41,10.65,9.38,1.27,0.35,0.92,0.00,0.92,0.00,81.79,6.81,0.86,15.29,1.97,63.66
Regency Trust,511585,,Miscellaneous,3.58,1.23,5.69,0.04,7.89,0.04,0.00,1.23,0.07,0.00,0.07,0.01,0.06,0.00,0.06,0.02,0.04,0.00,0.04,0.00,0.00,0.36,5.69,3.25,0.07,0.00,0.01,0.04,0.06,0.04,0.00,0.02,0.00,202403.00,1.31,-0.45,0.00,-0.45,0.01,-0.46,0.00,-0.46,0.00,-0.46,0.00,-0.46,0.00,-34.35,-35.11,-0.46,0.89,-0.46,3.58
Regent Enterp.,512624,,Trading,6.08,670.81,0.10,0.23,0.88,0.19,0.00,670.81,0.68,0.72,0.78,0.43,0.35,0.15,0.82,0.18,0.23,0.62,0.65,0.00,97.30,2.20,0.10,0.03,0.68,0.15,0.43,0.19,0.35,0.65,0.33,0.18,0.72,202403.00,740.66,-7.29,6.84,-0.79,0.87,-1.66,0.10,-1.42,-0.28,-1.48,0.34,-1.14,0.00,-0.98,-0.20,-0.34,620.39,-0.52,20.34
Regis Industries,543208,,Finance & Investments,152.35,21.23,-5.75,-1.22,-4.04,-0.75,0.00,15.42,-0.93,0.00,-0.93,0.00,-0.93,0.00,-0.93,0.00,-0.93,0.00,-0.93,0.00,104.80,0.06,-6.03,-6.03,-1.22,0.00,0.00,-0.54,-1.22,-1.22,0.00,0.00,0.00,202403.00,29.62,-0.33,0.00,-0.33,0.00,-0.33,0.00,-0.33,0.00,-0.33,0.00,-0.33,0.00,-1.11,-1.11,-0.20,15.44,-0.94,262.16
Rel. Chemotex,503162,RELCHEMQ,Textiles - Spinning - Synthetic / Blended,235.79,367.19,8.46,3.21,6.75,4.26,0.00,367.19,31.05,4.27,35.32,10.13,25.19,19.57,5.62,2.41,3.21,0.00,3.21,0.00,51.22,57.85,8.46,0.87,31.05,19.57,10.13,4.26,25.19,3.21,0.35,2.41,4.27,202403.00,364.88,34.70,5.69,40.86,9.76,31.10,13.93,16.70,4.29,12.74,-0.47,12.42,1.89,9.51,3.49,16.46,344.60,5.52,177.87
Rel. Indl. Infra,523445,RIIL,Miscellaneous,1259.40,56.22,-11.53,10.47,3.86,6.93,0.00,58.08,-6.15,24.61,18.46,2.61,15.85,0.00,15.85,5.64,10.21,0.00,10.21,5.28,0.00,16.75,-10.59,17.58,-6.48,0.00,2.14,6.76,15.67,10.47,3.04,5.20,24.29,202403.00,68.05,2.84,20.80,15.72,5.89,9.83,0.00,17.75,2.18,9.18,7.92,15.58,5.28,4.17,13.49,10.32,58.09,10.21,1901.69
Relaxo Footwear,530517,RELAXO,Leather / Leather Products,843.65,2923.43,13.61,188.52,13.63,7.57,0.00,2914.06,406.59,28.86,435.45,147.49,287.96,18.69,269.27,68.80,200.47,0.00,200.47,74.67,41.86,389.10,13.95,6.88,397.94,19.12,152.01,8.05,272.95,188.52,64.24,65.31,27.02,202403.00,2782.77,340.74,16.02,359.31,125.10,234.21,21.65,210.01,55.54,156.35,-2.55,154.47,62.22,12.24,5.62,6.21,2914.06,200.47,21001.70
Reliable Data,544207,RELIABLE,Computers - Software - Medium / Small,113.05,79.38,16.47,4.58,10.86,4.38,0.00,79.38,13.07,0.06,13.23,3.41,9.82,2.84,6.88,1.59,4.58,-0.10,5.29,0.00,0.00,15.13,16.47,6.75,13.07,2.84,3.41,4.38,9.82,5.29,1.82,1.59,0.06,202403.00,72.83,9.24,1.09,10.43,1.98,8.45,2.31,6.04,1.27,4.04,-0.10,4.76,0.02,12.69,6.65,3.85,76.18,5.46,116.67
Reliable Ventur.,532124,,Hotels,22.65,2.01,-45.27,-1.37,-5.58,-1.24,0.00,2.39,-1.10,0.16,-0.94,0.85,-1.79,0.03,-1.82,-0.29,-1.53,0.00,-1.53,0.00,70.71,0.60,-46.03,-64.02,-0.91,0.04,0.84,-1.39,-1.60,-1.37,-0.33,-0.27,0.15,202403.00,6.22,-0.18,0.21,0.03,0.90,-0.87,0.20,-1.07,0.06,-1.14,0.00,-1.14,0.00,-2.89,-18.33,-1.04,2.31,-1.36,24.94
