Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Manaksia Steels,539044,MANAKSTEEL,Steel - Medium / Small,58.90,6.55,7.87,8.39,33.36,29.49,22.64,3.74,5.38,4.85,2.75,0.00,0.00,0.00,10.22,9.19,9.49,8.67,7.14,7.79,11.82,4.91,5.14,27096.00,0.00,12.34,15.74,43.08,5.64,6.38,12.56,11.18,11.18,10.68,154.99,141.23,85.52,,112.20,-0.51,0.00,385.98
Manali Petrochem,500268,MANALIPETC,Petrochemicals,93.98,,18.24,15.59,39.53,27.98,,7.77,6.19,5.78,,0.00,0.00,21.51,24.11,27.01,25.92,25.23,,17.87,-32.85,17.92,,200760.00,34.64,42.19,61.25,51.41,15.40,13.69,6.80,9.61,8.93,6.79,1019.10,433.44,686.28,141.04,41.45,-0.08,-0.03,1616.43
Manappuram Fin.,531213,MANAPPURAM,Finance & Investments,211.80,84.12,20.97,18.26,86.34,68.00,31.30,,,,,0.00,0.00,241.99,12.46,13.67,13.88,13.92,20.29,20.94,-1.69,68.51,67.79,390490.00,16.61,0.00,0.15,0.24,4.97,4.42,7.47,9.30,8.45,7.88,12627.76,10560.41,8263.24,1808.60,-7.72,-3.87,-1.48,17927.47
Manav Infra,,MANAV,Construction,19.35,0.20,,,0.45,10.09,,0.65,0.97,3.10,,0.00,0.00,0.00,13.79,-1.91,2.01,4.90,,,,-2.98,7.63,259.00,0.00,144.52,256.58,253.36,-14.23,-5.25,21.86,3.90,3.90,16.03,3.49,3.69,,,105.01,0.00,0.00,13.23
Manbro Indust.,512595,,Trading,863.00,0.05,,,-4.39,-4.19,3.00,,,,,,,0.00,700.00,700.00,250.00,154.55,,,,,,22508.00,0.00,212.16,,,1.44,11.97,58.69,54.87,58.60,58.69,0.68,0.49,0.75,2.75,-31.92,0.00,0.00,43.24
Mandeep Auto,,MANDEEP,Auto Ancillaries,59.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,64.28,,,,,18.43,18.43,18.43,18.43,,,,,200.68,,,60.99
Mangal Credit,505850,,Finance & Investments,108.95,0.60,7.91,7.40,51.66,49.12,51.78,,,,0.46,0.00,0.00,1.01,9.28,10.12,10.07,9.25,6.83,7.67,3.93,76.16,75.38,4293.00,13.07,0.00,0.00,0.00,6.04,4.62,27.98,21.71,20.56,20.84,114.53,102.17,78.80,22.50,-40.46,0.00,0.00,213.13
Mangalam Alloys,,MAL,Steel - Medium / Small,39.15,,6.58,10.71,,,,1.67,2.56,,,0.00,0.00,0.00,10.55,8.82,9.91,9.91,,,-8.35,8.83,,,0.00,96.14,79.99,76.51,1.45,2.44,13.05,13.05,13.05,13.05,,,,,179.94,,,96.65
Mangalam Cement,502157,MANGLMCEM,Cement - North India,873.20,2.67,9.75,7.25,250.17,215.74,193.89,2.68,3.41,4.62,3.26,0.00,0.00,3.83,11.14,13.35,11.07,9.66,6.16,7.47,38.72,13.29,11.06,36201.00,12.10,7.77,10.87,10.72,3.75,2.77,16.28,19.86,15.52,11.89,749.56,714.59,866.88,328.73,7.08,0.34,1.49,2401.08
Mangalam Drugs,532637,MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,104.90,1.32,7.33,2.69,82.63,65.67,22.29,4.34,3.03,3.72,3.57,0.00,0.00,0.00,8.37,12.61,12.88,16.81,10.64,7.05,4.29,9.11,10.44,17943.00,0.00,36.97,52.17,28.28,3.90,1.49,12.23,11.51,11.49,12.03,158.52,86.42,229.51,6.06,91.48,0.26,-0.01,166.02
Mangalam Global,,MGEL,Solvent Extraction,22.37,,10.20,11.65,4.80,4.30,,40.47,29.53,,,0.00,0.00,1.40,10.17,10.19,10.19,10.19,,,,1.65,,6017.00,20.90,36.95,37.38,6.98,2.80,2.99,28.11,23.41,23.41,23.41,129.72,,,,54.42,0.00,0.05,368.60
Mangalam Industr,537800,,Finance & Investments,4.28,108.60,-3.11,-5.97,0.30,0.31,0.88,,,,,0.00,0.00,0.00,-5.55,-2.86,-1.98,-1.29,-0.66,-1.44,70.76,-42.52,-10.31,61322.00,0.00,5.66,0.00,0.00,-3.11,-5.72,552.50,172.00,117.00,100.00,94.44,36.91,163.91,347.52,1249.81,0.00,0.00,464.61
Mangalam Organic,514418,MANORG,Chemicals,364.60,0.91,14.42,3.89,293.96,196.03,57.94,1.64,3.44,5.13,3.35,8.34,0.00,0.68,6.71,22.70,30.18,22.90,17.34,19.28,-54.85,16.21,14.16,21763.00,0.79,48.18,37.16,32.02,13.65,2.88,9.77,8.90,8.91,8.00,443.55,470.87,55.27,13.49,192.85,-0.04,0.00,312.26
MANGALAM SEEDS,539275,,Miscellaneous,253.55,0.19,17.34,18.75,36.52,30.78,,2.66,1.11,1.10,2.87,0.00,0.00,0.00,17.93,16.74,15.80,17.16,16.93,16.40,12.10,20.53,18.47,2472.00,0.00,80.00,93.09,101.12,11.49,12.31,19.06,18.69,18.63,17.95,76.86,62.42,83.88,,231.52,0.00,0.00,278.40
Mangalam World.,,MWL,Steel - Medium / Small,134.05,,,14.56,,,,,,,,0.00,,,13.54,13.54,13.54,13.54,,,,,,761.00,9.86,28.21,11.51,,,6.72,17.85,17.85,17.85,17.85,,,,,57.00,,,328.43
Mangalore Chem.,530011,MANGCHEFER,Fertilizers,131.25,11.85,15.53,17.03,51.24,46.03,55.69,7.60,5.45,2.55,8.85,0.00,0.00,13.51,13.62,11.99,11.08,9.84,11.19,14.46,19.79,8.70,7.32,54492.00,13.63,72.61,86.58,185.78,4.07,5.04,11.05,11.70,11.07,10.80,855.68,479.99,683.83,735.98,73.61,1.50,1.81,1555.56
Manipal Fin. Cor,507938,,Finance & Investments,5.26,0.84,,,-19.53,-21.74,-36.03,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,-24.19,-4.56,10615.00,0.00,0.00,0.00,0.00,-18.00,-25.00,116.00,116.00,116.00,116.00,4.69,4.68,5.18,5.25,-17562.45,0.00,0.00,4.41
Manjeera Constr.,533078,,Construction,45.50,1.25,,,30.43,66.67,64.97,0.05,0.03,0.02,0.00,0.00,0.00,0.00,0.96,1.92,2.32,2.79,,,,6.57,7.33,688.00,0.00,240.65,76.55,80.61,-6.51,-7.98,,13.47,,,70.11,99.69,61.17,80.05,884.95,0.00,0.00,56.92
Mankind Pharma,543904,MANKIND,Pharmaceuticals - Indian - Bulk Drugs & Formln,2130.90,,21.90,20.32,,,,2.69,3.19,,,0.00,1.09,60.49,25.75,29.33,28.12,28.12,,,4.31,24.10,,,0.00,24.87,24.40,13.28,18.29,16.26,53.86,53.86,53.86,53.86,,,,,74.30,,,85371.36
Manoj Ceramic,544073,,Trading,134.90,,,41.40,,,,,,,,0.00,,,18.02,18.02,18.02,18.02,,,,,,,0.00,121.44,106.72,,,4.94,0.54,0.54,0.54,0.54,,,,,254.80,,,112.42
Manoj Vaibhav,543995,MVGJL,Diamond Cutting / Jewellery,229.15,,,18.85,,,,2.00,,,,0.00,0.00,0.00,15.72,14.73,14.73,14.73,,,,6.59,,,0.00,4.41,5.04,,,6.30,14.30,14.30,14.30,14.30,,,,,136.62,,,1119.34
Manomay Tex Indi,540396,MANOMAY,Textiles - Products,183.30,0.14,11.05,12.07,41.83,39.96,,3.73,5.11,8.91,17.46,0.00,0.00,0.00,11.45,10.52,10.95,10.81,10.38,10.87,-0.55,6.25,5.93,501.00,0.00,79.48,89.53,63.62,2.76,3.05,17.30,14.88,15.72,13.23,48.46,41.60,40.71,,92.68,0.00,0.00,330.82
Manor Estates,526115,,Construction,3.87,0.82,,,0.12,0.58,1.30,0.00,0.00,0.00,0.00,,,0.00,0.00,-20.85,-11.50,-10.73,,,,,,8045.00,0.00,0.00,,,-159.73,-257.86,,,,,1.35,2.24,1.10,1.32,0.00,0.00,0.00,3.19
Manorama Indust.,541974,MANORAMA,Food - Processing - Indian,664.45,0.88,12.42,11.65,26.03,22.89,,0.91,0.92,17.76,19.70,0.00,0.00,0.95,13.17,15.10,25.02,24.31,13.98,14.10,-16.15,16.75,13.83,6367.00,4.65,31.63,40.28,50.47,7.57,7.20,63.69,51.05,51.05,56.62,899.61,219.62,,,273.35,1.96,2.51,3960.06
Manraj Hsg.Fin.,530537,,Finance - Housing,36.74,0.50,,,-0.38,-0.42,19.12,0.00,-9.26,0.00,0.00,0.00,0.00,0.00,-0.81,-0.61,-0.63,-0.67,,,,-176.00,-162.50,656.00,0.00,0.00,0.00,0.00,-1.31,-0.70,,67.52,82.00,82.00,7.92,8.32,8.50,8.00,29565.00,0.00,7.19,18.37
Mansi Fin.(Chen),511758,,Finance & Investments,51.44,0.35,5.40,4.87,84.50,79.55,45.57,,,,,0.00,0.00,0.00,7.80,8.28,9.20,9.98,7.07,6.57,-12.01,73.88,70.23,2504.00,0.00,0.00,0.00,0.00,2.41,2.31,7.63,5.66,6.39,7.25,10.78,12.41,10.60,3.95,-29.24,0.00,0.00,18.16
Manugraph India,505324,MANUGRAPH,Engineering,22.59,3.04,-16.57,-17.10,40.82,50.34,70.32,0.34,1.19,1.79,1.77,33.21,38.93,0.00,-13.05,-13.07,-10.07,-7.40,-7.81,-11.50,,-26.31,-7.32,10750.00,0.00,9.20,41.92,8.42,-10.70,-10.50,,40.50,50.20,,35.89,83.19,167.59,94.74,187.65,0.00,-1.05,68.71
Maral Overseas,521018,MARALOVER,Textiles - Cotton/Blended,73.00,4.15,5.64,8.81,23.53,20.18,16.45,4.19,4.67,3.38,3.82,42.63,46.79,1.66,11.97,9.65,9.10,9.99,8.50,5.44,,5.38,5.81,16699.00,4.13,39.37,56.44,46.22,1.51,2.73,5.73,10.29,13.23,7.63,134.28,107.71,173.71,71.19,89.93,0.09,-0.01,303.03
Marathon Nextgen,503101,MARATHON,Construction,589.10,,10.80,14.88,132.41,128.97,,0.03,0.03,-1.74,,0.00,0.00,1.95,13.26,10.37,9.07,10.00,,9.54,28.23,31.33,,7582.00,3.65,38.72,89.23,24.41,3.65,5.23,19.13,13.55,14.12,14.21,287.04,558.67,746.81,234.26,428.29,0.56,0.00,3016.67
Marble City,531281,,Miscellaneous,14.19,0.92,1.94,1.52,30.56,30.10,11.15,1.03,1.36,1.53,1.45,0.00,0.00,0.00,6.77,7.70,7.99,8.32,2.55,2.02,19.89,8.25,8.02,2170.00,0.00,108.80,82.98,66.81,0.59,0.42,22.54,15.07,16.55,16.66,2.45,14.43,4.37,4.49,347.10,0.00,0.00,16.95
Marco Cables,,MARCO,Cables - Power,47.05,,,15.26,,,,,,,,0.00,,,16.52,16.52,16.52,16.52,,,,,,,0.00,153.72,137.51,,,2.84,27.24,27.24,27.24,27.24,,,,,260.09,,,87.98
Marg Techno-Proj,540254,,Finance & Investments,30.60,0.60,4.47,4.53,9.60,,,,,,,0.00,0.00,0.00,8.50,7.76,5.63,4.49,,3.48,51.25,49.90,42.14,1109.00,0.00,64.75,0.00,0.00,1.31,1.11,26.20,23.81,23.81,23.81,2.66,,,,-46.30,0.00,0.00,18.36
Margo Finance,500206,,Finance & Investments,50.35,0.46,-0.22,-0.34,137.46,34.81,11.51,,,,,0.00,0.00,0.00,-0.12,0.04,0.52,1.03,-0.07,-0.17,18.53,7.34,13.78,8942.00,0.00,64.18,25.61,143.39,-0.14,-0.35,89.05,84.91,84.91,84.91,3.93,3.54,7.07,1.95,213.09,0.00,0.00,23.01
Marico,531642,MARICO,Solvent Extraction,621.10,129.00,36.82,37.32,25.09,23.42,14.15,3.06,2.33,2.13,2.95,0.00,0.00,967.50,42.73,42.94,42.55,42.55,36.60,36.87,-0.69,19.36,18.67,347569.00,74.91,34.46,17.60,25.73,21.81,21.53,53.36,48.69,51.50,50.65,53113.23,44747.81,38049.54,13487.68,26.89,0.57,0.21,80409.76
Marine Electric.,,MARINE,Electric Equipment,161.55,8.59,8.28,9.47,13.29,12.23,,2.27,2.87,6.92,9.98,0.00,0.00,0.49,13.87,12.42,13.65,15.86,9.85,8.96,8.86,8.80,8.38,52755.00,0.00,179.78,251.86,173.61,3.49,4.12,30.33,27.01,27.01,27.89,807.14,260.12,,,129.55,0.02,-1.14,2143.22
Marinetrans Indi,,MARINETRAN,Miscellaneous,28.10,,,8.25,,,,,,,,0.00,0.00,0.00,12.90,12.27,12.27,12.27,,,,1.33,,,0.00,32.26,61.91,,,5.21,19.50,19.50,19.50,19.50,,,,,43.65,,,35.76
Maris Spinners,531503,,Textiles - Cotton/Blended,39.35,0.83,-0.21,-4.69,33.33,25.41,21.21,2.38,3.08,2.55,2.79,0.00,0.00,0.32,6.45,8.63,8.99,10.49,4.95,1.60,,5.07,6.76,2982.00,1.71,17.14,20.17,41.62,0.96,-0.18,4.19,8.93,8.65,4.34,21.94,40.19,24.47,7.53,58.72,0.00,-7.34,32.15
Market Creators,526891,,Finance & Investments,10.97,0.50,0.89,1.92,9.08,10.12,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.26,5.33,7.59,11.41,-0.23,0.68,,9.51,13.45,4216.00,0.00,66.45,102.89,155.06,0.31,0.73,39.65,36.83,37.58,39.84,3.96,4.41,1.98,1.67,116.92,0.00,0.00,11.52
Markobenz Ventur,514060,,Textiles - Processing,19.10,1.92,,,-3.61,-3.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,3698.00,0.00,132.69,,,-532.36,-453.94,71.00,71.00,71.00,71.00,7.87,6.80,7.18,,-9.18,0.00,-0.90,36.67
Markolines Pavem,543364,,Miscellaneous,214.50,,22.18,20.66,,,,3.33,5.97,,,0.00,0.00,0.46,25.91,25.41,25.41,25.41,,,,9.78,,1413.00,5.98,94.43,102.90,190.80,8.23,9.22,16.82,16.82,16.82,16.82,,,,,121.53,,,409.84
Marksans Pharma,524404,MARKSANS,Pharmaceuticals - Indian - Formulations,164.70,40.93,19.72,17.64,21.66,15.54,8.97,1.89,2.17,2.62,3.91,0.00,0.00,14.88,22.09,25.91,22.60,22.88,18.46,18.52,1.76,19.79,17.46,198382.00,7.57,84.92,72.13,64.45,15.28,13.28,13.18,18.80,14.16,12.00,2044.52,1021.24,1929.91,920.88,138.16,12.43,4.61,7463.61
Marshall Machin.,,MARSHALL,Engineering,30.77,,-5.20,-10.43,19.86,16.71,,0.99,0.71,1.20,,0.00,0.00,0.00,-2.70,1.69,7.78,8.60,,-0.50,,12.79,,5267.00,0.00,289.97,63.79,69.11,-1.62,-3.65,242.82,2.80,2.80,3.57,26.18,58.27,,,392.57,0.00,0.00,73.54
Marsons,517467,,Electric Equipment,61.00,,,-34.75,0.10,0.27,,,,2.43,,0.00,0.00,0.00,-0.36,-4.77,-25.29,-21.91,,,,12.67,,11588.00,0.00,1056.43,7864.09,10126.14,-6.69,-5.26,25.44,22.59,25.44,25.44,144.25,3.33,31.75,13.63,789.93,0.00,0.00,1049.80
Martin Burn,523566,,Construction,62.50,0.52,2.03,2.54,90.79,91.52,76.82,-0.03,-0.35,2.33,-0.49,0.00,0.00,0.00,4.29,3.78,4.55,4.53,2.54,2.43,-5.48,-415.93,-269.44,8498.00,0.00,205.97,527.22,347.62,0.98,1.24,20.76,15.65,17.90,19.86,10.31,20.80,9.95,5.70,21824.00,0.00,0.00,32.19
Maruti Infra.,531540,,Construction,220.65,,,,,,,,,,,,,,6.20,6.20,6.20,6.20,,,,,,2289.00,0.00,119.55,,,,,99.45,99.45,99.45,99.45,30.13,23.75,32.25,12.33,464.13,0.00,0.00,275.82
Maruti Interior,543464,,Miscellaneous,81.00,,16.74,15.23,,,,1.72,2.48,,,0.00,0.00,0.08,20.40,24.45,24.45,24.45,,,,17.15,,497.00,2.91,65.25,57.43,35.22,13.76,12.13,32.29,32.29,32.29,32.29,,,,,133.47,,,122.31
Maruti Sec.,531319,,Finance & Investments,8.15,0.50,,,-67.22,-66.92,-29.74,,,,,,,0.00,-26.47,-20.93,-19.22,-14.90,,,,,,3389.00,0.00,0.00,,,-21.00,-27.95,,,,,0.75,1.62,1.81,0.87,0.00,0.00,0.00,4.08
Maruti Suzuki,532500,MARUTI,Automobiles - Passenger Cars,12125.00,30.21,10.78,12.38,1737.97,1635.76,805.03,16.38,16.48,17.33,16.12,0.00,0.00,2326.20,14.75,12.72,15.15,17.16,12.58,11.69,6.55,9.74,11.67,415127.00,36.32,10.16,6.64,9.81,7.50,8.61,40.32,39.93,40.33,39.50,207202.78,201564.46,181722.33,59562.64,-22.41,-3.26,3.10,381213.08
Marvel Decor,,MDL,Textiles - Products,106.00,,3.17,4.93,25.72,25.66,,0.33,0.34,,,0.00,0.00,0.00,7.24,6.03,7.01,7.01,,,-3.25,10.26,,345.00,0.00,54.90,71.25,67.28,2.37,3.51,40.65,36.71,36.71,37.40,37.49,50.27,,,314.78,0.00,0.00,180.63
MAS FINANC SER,540749,MASFIN,Finance & Investments,294.50,4.80,14.53,14.10,71.94,60.19,,,,,,0.00,0.00,29.17,11.22,12.03,13.68,14.55,16.51,15.31,-3.60,77.58,76.84,24767.00,14.35,1.34,1.30,0.00,3.05,2.84,22.16,23.26,23.26,22.99,4663.67,3079.10,,,-128.31,1.99,9.98,5343.80
MASK INVESTMENTS,,MASKINVEST,Finance & Investments,90.16,,0.03,0.03,60.46,17.24,,,,,,0.00,0.00,0.00,0.12,0.12,0.26,1.00,0.20,0.09,-22.49,16.67,29.17,1793.00,,0.00,0.00,0.00,0.03,0.03,435.00,434.29,434.29,448.08,9.95,6.12,6.73,,1430.52,0.00,0.00,27.51
Mason,,MASON,Construction,92.40,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,119.08,,,,,,,,,,,,,99.19,,,118.08
Mastek,523704,MASTEK,Computers - Software - Medium / Small,2769.85,2.25,20.43,20.36,340.25,325.43,264.27,,,,,0.00,0.00,45.93,24.54,23.23,21.70,16.98,16.87,19.42,1.27,18.38,15.74,105043.00,19.54,69.87,79.47,73.65,10.78,11.07,25.65,17.45,17.09,19.00,3077.53,1063.07,423.60,453.96,25.17,8.73,-3.65,8545.55
Master Component,,MASTER,Plastics Products,313.00,,,16.85,,,,5.15,,,,0.00,0.00,0.00,21.08,18.64,18.64,18.64,,,,16.12,,,0.00,76.12,111.54,,,11.28,27.22,27.22,27.22,27.22,,,,,84.08,,,125.20
Master Trust,511768,,Finance & Investments,810.50,2.18,18.51,21.93,117.48,98.48,76.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,23.20,20.14,16.72,13.54,16.20,24.00,34.55,31.30,2979.00,0.00,68.63,107.05,248.22,5.28,6.36,6.07,5.18,5.00,4.83,103.11,36.04,31.39,26.27,-627.96,0.06,0.00,1763.10
Mathew Easow Res,511688,,Finance & Investments,9.21,0.67,-0.73,-1.81,20.89,20.72,18.51,0.02,1.69,5.65,2.75,0.00,0.00,0.00,3.31,2.51,3.12,4.40,1.42,0.14,-20.35,4.02,6.91,3295.00,0.00,0.00,0.00,0.00,-0.21,-0.53,88.88,84.75,84.59,86.67,5.87,7.81,21.28,51.21,1282.61,0.00,-0.01,6.12
Matrimony.com,540704,MATRIMONY,Miscellaneous,649.50,2.46,16.56,17.27,115.12,100.25,,,,,34.15,0.00,0.00,9.94,19.59,18.83,28.94,34.02,,20.63,-4.54,16.36,16.19,19402.00,22.56,4.44,7.22,3.65,9.40,9.93,29.25,31.02,31.02,32.35,2194.53,1508.66,,,-55.87,0.47,-7.09,1445.84
Mauria Udyog,539219,,Packaging,9.91,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,8997.00,0.00,28.38,,,,,12.49,12.49,12.49,12.49,15.32,342.86,42.76,,-33.52,0.00,0.00,132.00
Mawana Sugars,523371,MAWANASUG,Sugar,119.35,3.91,-1.01,5.66,94.51,75.74,-99.04,1.44,1.15,2.33,4.27,0.00,0.00,10.17,7.38,6.24,7.65,13.67,,1.00,-13.28,6.06,5.92,56151.00,58.61,9.39,9.62,11.68,-0.02,1.92,14.93,24.13,12.81,13.26,139.65,175.83,324.47,27.38,148.15,0.45,-0.84,466.87
Max Estates,544008,MAXESTATES,Construction,469.75,,,,,,,,,,,,,,1.37,1.37,1.37,1.37,,,,,,,0.00,20.43,,,,,,,,,,,,,724.70,,,6920.30
Max Financial,500271,MFSL,Finance & Investments,985.90,26.65,9.70,8.79,96.87,79.65,123.90,,,,5.04,0.00,0.00,0.00,10.42,13.07,14.68,15.39,10.84,10.50,-7.42,1.53,2.32,81463.00,0.00,0.00,0.03,0.10,0.39,0.31,81.91,59.10,61.56,73.42,29658.79,11723.67,15420.14,4797.99,-889.22,21.37,-10.80,34024.86
Max Healthcare,543220,MAXHEALTH,Healthcare,946.25,,11.20,13.40,58.37,,,15.68,9.55,18.18,,0.00,0.00,48.58,14.41,10.71,9.05,9.05,,10.24,489.37,23.95,,104656.00,7.53,31.29,53.25,78.27,6.36,9.31,61.94,70.14,70.14,70.14,19874.32,,,,-29.32,43.28,7.01,91967.24
Max Heights,534338,,Construction,72.40,1.56,-0.25,-0.83,19.85,20.64,17.20,-0.02,0.00,0.00,0.01,0.00,0.00,0.00,1.18,1.85,2.75,2.63,1.66,1.16,-28.46,12.42,10.36,1540.00,0.00,14.29,7.41,194.58,-0.54,-0.89,17.93,84.24,45.71,28.57,17.33,28.56,78.05,36.40,4710.38,0.00,0.00,113.01
Max India Ltd,543223,MAXIND,Finance & Investments,299.00,,,-4.47,121.44,,,0.07,,,,0.00,0.00,0.00,-2.57,-2.86,-2.86,-2.86,,,,-9.85,,38697.00,0.00,8.20,22.40,,,-3.46,,0.00,0.00,0.00,345.04,,,,205.73,3.40,-2.27,1290.82
Maximus Interna.,540401,,Trading,19.52,,19.38,21.39,1.69,1.53,,6.63,8.22,,,0.00,0.00,0.00,18.64,17.20,18.15,18.15,,,11.88,8.88,,31048.00,0.00,143.06,96.97,33.54,9.32,10.10,37.44,38.00,38.00,38.15,146.31,35.95,13.13,,141.46,0.00,0.00,248.84
Maxposure,,MAXPOSURE,Entertainment / Electronic Media Software,96.50,,,13.31,,,,,,,,0.00,,,18.12,18.12,18.12,18.12,,,,,,,0.00,112.00,119.31,,,8.01,29.72,29.72,29.72,29.72,,,,,59.51,,,219.44
Mayank Cattle Fo,544106,,Food - Processing - Indian,228.60,,38.93,42.38,,,,14.18,14.60,,,0.00,0.00,0.00,13.41,12.99,12.99,12.99,,,,2.18,,,0.00,8.22,14.02,5.37,3.07,3.66,1.88,1.88,1.88,1.88,,,,,34.12,,,123.44
Mayukh Dealtrade,539519,,Trading,6.76,0.64,5.70,5.51,5.69,5.00,,0.40,1.11,,,0.00,0.00,0.00,5.93,8.71,5.81,4.55,,4.84,40.00,40.49,24.43,5060.00,0.00,490.93,387.81,4453.00,4.67,4.05,31.91,33.49,33.49,35.37,7.76,3.83,,,978.61,0.00,0.00,15.41
Mayur Floorings,531221,,Miscellaneous,10.01,0.51,-1.69,0.63,9.03,9.41,10.49,4.82,6.67,2.24,2.08,0.00,0.00,0.00,2.45,0.78,1.52,1.52,-0.52,-0.91,5.36,3.35,5.57,2033.00,,71.00,78.16,157.61,-1.36,0.43,70.00,68.27,68.27,68.53,1.98,3.21,2.80,2.80,119.45,0.00,0.00,5.08
Mayur Uniquoters,522249,MAYURUNIQ,Leather / Leather Products,657.50,4.33,13.99,13.88,142.54,129.54,51.55,2.54,3.21,5.28,5.72,0.00,0.00,11.59,17.47,17.74,21.04,25.07,17.20,15.22,-3.70,20.18,22.09,32448.00,9.93,98.46,113.38,76.27,11.91,11.97,20.45,20.89,19.94,19.96,1857.99,1571.51,1732.22,1423.67,198.61,1.40,2.31,2889.87
Mazagon Dock,543237,MAZDOCK,Miscellaneous,4327.40,1.99,24.00,27.32,170.15,,,0.36,0.59,0.64,,0.00,0.00,234.12,32.66,28.93,27.81,28.82,,22.47,14.87,9.83,7.91,164151.00,24.52,60.65,87.10,116.52,3.51,4.20,15.89,10.22,10.22,10.22,4281.88,,,,-532.97,1.71,0.19,87279.35
Mazda,523792,MAZDA,Engineering,1375.85,0.43,14.04,15.04,368.11,329.16,213.39,2.42,2.79,2.91,2.86,0.00,0.00,5.06,20.10,18.77,17.23,16.95,12.81,13.02,7.77,16.81,15.55,5988.00,21.43,71.89,75.58,79.46,11.51,12.72,13.49,11.52,12.86,12.01,180.83,185.48,135.17,55.46,145.00,0.21,0.00,551.03
MBL Infrast,533152,MBLINFRA,Construction,66.97,4.15,-1.45,-3.73,78.29,72.23,158.19,8.81,4.43,2.41,2.25,0.00,0.00,0.00,2.92,2.94,2.68,4.76,-1.04,-3.53,,6.94,7.09,21283.00,0.00,251.48,91.31,226.62,-0.38,-1.01,7.16,7.08,4.67,4.48,207.41,136.70,186.96,226.38,-708.19,-1.04,0.00,735.03
Mcleod Russel,532654,MCLEODRUSS,Tea,27.08,10.95,-12.28,-19.08,174.55,177.53,191.08,1.81,0.96,2.41,2.06,59.59,0.00,0.00,-1.86,-0.54,1.19,2.40,-4.81,-8.43,,4.53,5.21,66997.00,0.00,13.06,8.10,8.37,-4.08,-5.12,,36.55,31.19,,199.51,895.71,1817.51,3348.25,-225.90,1.27,-0.14,282.85
McNally Bharat,532629,MBECL,Engineering - Turnkey Services,4.70,4.06,,,-2.23,0.38,84.47,1.15,1.18,0.68,4.48,0.00,0.00,0.00,-14.74,-9.88,-8.56,-5.36,,,,-36.95,-12.59,24019.00,0.00,1077.88,791.39,365.38,-30.94,-47.25,38.67,38.67,38.67,38.67,166.08,117.92,273.60,215.01,-1025.62,0.00,1.10,99.44
MCON Rasayan,,MCON,Paints / Varnishes,211.15,,16.12,16.58,,,,2.09,3.96,,,0.00,0.00,0.00,16.90,15.08,15.08,15.08,,,,10.03,,382.00,0.00,102.63,146.90,322.64,4.05,5.61,65.36,65.36,65.36,65.36,,,,,131.89,,,133.11
Medi Assist Ser.,544088,MEDIASSIST,Miscellaneous,550.10,,17.51,19.76,,,,,,,,0.00,0.00,5.20,24.22,22.25,22.25,22.25,,,,23.12,,,12.61,101.57,136.93,118.92,8.65,10.92,48.13,48.13,48.13,48.13,,,,,-34.60,,,3867.62
Medi Caps,523144,,Construction,49.37,1.25,2.52,2.47,83.97,72.94,65.28,4.72,3.69,2.59,1.92,0.00,0.00,0.00,3.81,3.29,3.40,2.64,2.01,2.75,,8.36,6.66,15308.00,0.00,86.53,39.72,90.56,2.31,2.34,7.69,16.69,15.59,7.08,50.32,20.64,34.42,13.09,341.28,0.00,0.00,61.55
Media Matrix,512267,,Entertainment / Electronic Media Software,18.15,113.27,2.87,1.45,0.68,0.32,0.39,65.81,105.09,45.83,68.29,0.00,0.00,0.00,4.57,10.72,8.72,2.90,-3.59,2.64,-23.61,0.94,0.65,18712.00,0.00,46.67,12.08,31.02,1.66,1.11,956.50,364.00,425.00,599.00,540.32,601.49,890.34,387.40,63.22,0.00,0.00,2055.93
