Name,BSE Code,NSE Code,Industry,Current Price,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Net cash flow last year,Cash beginning of last year,Cash end of last year,Free cash flow preceding year,Cash from operations preceding year,Cash from investing preceding year,Cash from financing preceding year,Net cash flow preceding year,Cash beginning of preceding year,Cash end of preceding year,Free cash flow 3years,Free cash flow 5years,Free cash flow 7years,Free cash flow 10years,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Operating cash flow 10years,Investing cash flow 10years,Investing cash flow 7years,Investing cash flow 5years,Investing cash flow 3years,Cash 3Years back,Cash 5Years back,Cash 7Years back,Market Capitalization
Sky Industries,526479,,Textiles - Products,88.22,8.26,6.73,-5.78,-2.27,0.21,0.27,5.37,1.04,1.82,-0.78,-0.89,0.15,0.12,1.27,,,,,,,,,,,,,,,0.63,69.61
Skyline Millars,505650,,Construction,25.20,-1.26,-1.29,1.69,0.00,0.43,0.65,6.86,-1.67,-1.67,0.84,0.00,-0.82,8.55,7.72,-2.45,4.13,3.61,3.79,-2.42,4.11,3.58,1.23,9.67,6.52,3.53,2.90,7.66,0.50,0.52,101.36
Skyline Ventures,538919,,Trading,14.71,-0.60,-0.60,0.00,0.58,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,-0.58,-0.75,-2.37,-2.30,-0.58,-0.75,-2.08,-2.01,-0.36,-0.29,0.00,0.00,0.02,0.02,0.01,5.83
Slone,,SLONE,Computers - Hardware,165.00,-3.52,-5.52,-1.99,5.40,-0.11,0.17,0.17,3.08,1.11,1.97,-3.06,0.01,0.15,0.17,,,,,,,,,,,,,,,,86.93
SM Auto Stamping,543065,,Auto Ancillaries,50.00,4.35,4.60,0.80,-5.20,-0.05,0.08,0.08,5.54,6.31,-0.10,-6.20,0.02,0.06,0.08,11.25,10.42,14.77,-16.31,13.88,16.10,20.83,-8.60,30.69,-4.30,-5.61,-0.58,0.05,0.11,0.26,68.44
Smart Finsec,539494,,Finance & Investments,14.45,2.66,2.65,-0.60,-1.40,0.66,0.09,0.75,-0.50,-0.50,1.62,-1.20,-0.09,0.18,0.09,6.83,1.17,1.03,-1.85,6.84,1.18,1.04,-0.85,-0.58,2.85,2.85,2.85,0.12,0.11,0.25,43.35
Smartlink Hold.,532419,SMARTLINK,Finance & Investments,281.85,7.46,4.31,-3.15,-4.28,0.03,0.41,8.86,-4.91,-25.86,20.95,4.73,-0.18,0.59,14.03,37.14,97.58,64.93,,23.57,100.95,69.59,,,82.24,-3.37,13.57,10.57,9.86,13.65,281.15
SMC Global Sec.,543263,SMCGLOBAL,Finance & Investments,162.95,-192.66,-222.32,-28.66,317.00,95.68,32.44,2358.53,-291.10,-260.08,-31.01,231.29,-59.81,92.25,1459.90,-368.41,29.50,-378.45,-434.70,-243.88,168.18,-219.45,-239.28,-194.34,-117.02,-174.25,-120.57,1097.46,520.47,449.79,1706.11
SMIFS Cap. Mkt.,508905,,Finance & Investments,54.80,-4.92,-1.18,6.31,0.08,1.46,0.64,2.10,-7.03,-7.01,2.59,-0.04,-4.45,5.09,0.64,-9.52,36.56,8.55,31.71,-15.55,26.91,-0.53,23.09,-18.30,-11.26,-25.00,16.79,0.97,0.56,15.53,30.63
Smiths & Founder,513418,,Castings & Forgings,5.09,1.17,0.86,-0.27,-0.92,-0.02,0.04,0.02,0.16,0.38,-0.21,-0.22,-0.05,0.08,0.04,3.37,3.22,1.73,7.79,3.83,3.39,2.94,0.47,7.56,-1.18,-0.09,-0.40,0.01,0.06,0.34,51.92
SML ISUZU,505192,SMLISUZU,Automobiles - LCVs / HCVs,2088.00,-49.68,-86.88,-45.80,126.81,31.33,3.49,48.69,48.75,90.06,-42.09,-55.16,-7.18,10.67,5.84,-75.71,-39.75,-178.28,-221.84,21.77,125.12,147.54,325.18,-531.52,-326.04,-169.81,-94.85,33.12,30.17,7.64,3021.33
Smruthi Organic,540686,,Pharmaceuticals - Indian - Bulk Drugs,165.80,4.40,-3.84,-7.16,2.66,-0.11,0.59,0.57,2.64,12.11,-10.25,-1.52,0.34,0.24,1.75,-5.58,29.93,38.30,65.78,18.68,62.93,80.14,111.79,-27.32,-25.89,-18.18,-10.26,16.14,4.16,1.57,189.77
SMS Lifesciences,540679,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,842.70,24.31,3.56,-18.45,-6.56,-0.71,1.28,1.49,-28.10,14.70,-31.29,16.89,0.29,0.99,4.41,-77.29,-86.26,,,27.77,77.49,,,,,-110.13,-56.88,11.06,2.61,,254.78
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,231.60,50.12,-1.95,-52.07,30.68,28.73,7.31,36.20,-7.21,22.45,-29.69,-31.97,-39.21,46.58,7.47,8.67,-55.39,-17.12,16.79,117.63,247.79,329.36,522.78,-527.56,-354.31,-303.06,-108.91,40.51,14.88,12.37,1960.54
SMVD Poly Pack,,SMVD,Plastics Products,12.10,-14.17,-13.37,21.14,-7.41,-0.45,0.68,0.68,4.39,5.89,-1.69,-4.75,-0.56,1.23,0.68,-0.89,5.30,-4.97,,1.19,9.03,12.95,,,2.06,16.42,17.55,1.46,1.28,0.48,12.14
SNL Bearings,505827,,Bearings,371.00,8.21,7.26,-5.64,-2.39,0.18,0.21,16.98,6.04,8.48,-7.75,-2.39,-1.66,2.46,8.82,17.11,27.18,35.99,52.54,22.60,38.21,50.22,69.30,-39.95,-36.42,-27.28,-22.66,8.11,0.16,0.16,133.93
Snowman Logistic,538635,SNOWMAN,Miscellaneous,77.19,87.82,52.94,-23.79,-58.67,5.36,2.36,9.46,71.62,86.46,-41.87,-58.02,-13.43,15.79,4.23,97.09,190.15,242.13,117.99,243.15,369.48,459.41,600.01,-504.46,-247.58,-209.97,-165.08,43.80,2.44,19.12,1289.75
Sobha,532784,SOBHA,Construction,1961.70,647.44,523.76,-474.93,-338.16,-165.66,279.39,673.30,1033.60,1150.21,-236.84,-773.05,140.32,139.07,451.40,2429.92,2996.51,3392.42,3715.58,2624.11,3531.30,4090.83,4616.61,-1506.49,-1203.71,-1013.62,-673.56,204.15,177.15,146.83,20981.12
Sobhagya Mercant,512014,,Diversified - Medium / Small,29.58,-2.13,-3.63,3.24,-1.11,0.00,0.04,2.95,-3.63,-2.13,3.24,-1.11,0.00,0.04,1.77,-21.84,-24.21,-24.27,-24.33,-18.75,-18.93,-18.99,-19.05,15.55,15.55,15.55,19.58,1.92,0.01,0.00,24.85
Sofcom Systems,538923,,Computers - Software - Medium / Small,33.62,-3.48,-3.48,6.56,-3.07,0.01,0.01,0.01,0.03,0.03,0.00,-0.11,-0.09,0.09,0.01,-3.42,-3.36,-2.36,-4.39,-3.42,-3.36,-2.36,-4.38,4.96,6.56,6.56,6.56,0.09,0.04,0.04,13.97
Softrak Venture,531529,,Finance & Investments,13.90,0.48,0.48,0.00,-0.64,-0.16,0.20,0.04,-0.34,-0.34,0.00,0.51,0.17,0.03,0.20,0.17,0.18,0.19,,0.17,0.18,0.19,,,0.00,0.00,0.00,0.00,0.06,0.05,62.65
Softsol India,532344,,Computers - Software - Medium / Small,354.95,1.49,-1.31,-9.28,-3.02,-10.81,15.11,4.30,0.18,4.03,37.30,-39.54,1.78,13.33,15.11,-12.13,1.58,0.62,14.48,-1.05,18.65,16.81,33.02,-16.97,18.74,24.83,35.86,18.99,2.86,10.66,524.05
Softtech Enginee,543470,SOFTTECH,Computers - Software - Medium / Small,383.90,7.41,-9.19,-24.85,17.55,0.11,0.75,1.41,-9.19,7.41,-24.85,17.55,0.11,0.75,0.86,-23.00,-41.83,,,26.42,25.61,,,,,-77.97,-66.09,0.38,1.39,,492.13
Solar Industries,532725,SOLARINDS,Chemicals,10022.45,1406.01,857.56,-1020.91,-370.28,14.82,245.04,287.26,183.39,656.48,-614.27,118.16,160.37,84.67,260.09,1057.96,1241.03,1336.37,1501.44,2360.29,3041.78,3609.63,4201.01,-3373.80,-2913.54,-2485.71,-1972.84,181.20,91.76,39.39,90693.23
Solara Active,541540,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,580.10,108.87,68.85,-3.51,-105.65,-0.29,8.73,8.60,46.24,156.25,-81.14,-112.76,-37.65,46.38,8.89,-335.43,-376.90,-254.33,,23.09,420.70,636.25,,,-991.25,-792.61,-327.50,198.54,76.47,,2389.14
Solex Energy,,SOLEX,Electric Equipment,1480.00,1.71,-6.08,-21.24,19.59,0.06,0.13,0.13,-14.47,20.69,-46.94,26.00,-0.25,0.39,0.13,-40.79,-37.47,-37.21,,26.25,30.85,32.02,,,-103.05,-96.72,-95.41,2.07,0.64,1.54,1184.00
Solid Stone Co,513699,,Trading,33.80,4.55,4.42,-0.07,-4.46,0.02,0.07,0.09,2.95,3.37,-0.42,-3.10,-0.16,0.23,0.07,9.90,11.84,16.87,18.68,10.50,12.70,18.11,19.98,-1.23,-1.18,-0.80,-0.54,0.12,0.45,0.46,18.18
Solitaire Mach.,522152,,Engineering,108.60,2.56,-1.73,-3.25,0.78,0.08,0.34,0.89,-0.11,2.40,-1.62,-0.59,0.19,0.15,0.68,-2.86,-1.05,1.45,3.96,4.25,7.61,10.79,15.69,-11.99,-10.06,-7.40,-4.48,3.15,1.95,2.77,49.31
Som Datt Finance,511571,,Finance & Investments,114.35,-2.42,-2.45,2.72,0.00,0.29,1.57,1.86,1.68,1.69,-2.89,0.00,-1.20,2.76,1.57,0.12,5.35,4.43,2.23,0.19,5.42,4.50,2.30,-1.25,-4.67,-3.77,1.62,0.06,0.22,2.10,114.46
Som Distilleries,507514,SDBL,Breweries & Distilleries,113.45,97.52,-8.55,-112.88,16.05,0.69,12.64,13.33,-85.14,14.27,-108.43,97.31,3.15,9.49,12.64,-91.10,-109.17,-306.61,,121.04,185.60,270.75,,,-595.17,-310.50,-227.33,14.47,24.66,31.48,2198.35
Soma Papers,516038,,Paper,74.99,-0.67,-0.67,0.91,0.00,0.24,0.04,0.28,0.02,0.02,0.03,0.00,0.04,0.00,0.04,-0.71,-0.72,-1.53,-1.58,-0.71,-0.72,-1.53,-1.58,0.57,0.52,0.88,0.90,0.10,0.14,1.33,10.50
Soma Textiles,521034,SOMATEX,Trading,33.50,25.93,46.80,3.54,-18.17,11.30,0.67,11.97,178.31,170.23,20.26,-232.59,-42.09,42.77,0.67,264.45,256.89,257.59,358.00,229.26,216.96,212.40,303.31,73.49,59.50,48.26,33.42,27.49,17.90,2.68,110.66
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,827.20,393.40,236.42,-122.91,-355.95,-85.46,146.08,70.90,-7.41,164.54,-90.91,-21.32,52.31,93.76,154.54,103.53,504.82,415.81,325.80,700.50,1209.57,1406.35,1607.99,-1133.67,-772.92,-573.57,-469.13,149.09,40.04,24.03,3391.81
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,191.90,5.63,4.75,-0.59,-3.62,1.42,2.48,8.45,14.91,15.60,-0.51,-12.73,2.36,0.12,5.78,15.23,23.13,29.76,30.87,19.36,27.86,35.05,49.87,-14.58,-4.01,-3.80,-3.50,2.94,2.97,2.90,226.05
Sona BLW Precis.,543300,SONACOMS,Auto Ancillaries,650.00,639.34,325.74,-452.51,-190.61,-3.78,28.38,197.79,166.50,500.24,-512.24,20.17,8.17,20.21,54.11,548.25,440.35,516.92,,1534.96,1817.02,2072.06,,,-2497.00,-2285.97,-1282.48,5.04,25.61,2.47,38119.93
Sona Machinery,,SONAMAC,Engineering,210.00,-0.40,-4.06,-2.35,41.97,39.22,6.63,6.12,9.43,11.89,-6.97,-0.35,4.57,1.55,6.12,4.06,,,,10.89,,,,,,,-10.04,0.58,,,288.20
Sonal Adhesives,526901,,Packaging,78.00,-0.53,-2.00,-1.16,1.41,-0.27,0.00,0.44,-1.94,-1.27,-1.67,2.90,-0.05,0.05,1.01,14.54,16.32,12.73,8.51,16.96,19.26,16.12,12.29,-2.23,-1.85,-1.54,-1.46,0.69,0.64,0.82,47.26
Sonal Mercantile,538943,,Finance & Investments,112.00,0.28,0.28,-0.25,0.00,0.03,0.11,0.13,-146.48,-146.26,1.36,144.98,0.08,0.02,0.11,-167.26,-226.25,,,-167.04,-226.05,,,,,-6.65,1.10,0.01,5.69,,165.06
Sonalis Consumer,543924,,Trading,67.46,-3.01,-3.05,-0.04,2.83,-0.22,1.33,1.33,-3.74,-3.57,-0.17,5.07,1.33,0.00,1.33,-6.79,,,,-6.58,,,,,,,-0.21,,,,13.49
Sonam,,SONAMLTD,Miscellaneous,39.61,7.34,6.31,-0.77,-6.47,0.10,0.05,0.15,6.40,8.11,-1.71,-6.55,-0.15,0.20,0.05,14.28,6.12,14.58,18.09,25.95,34.52,47.57,55.90,-41.09,-36.33,-31.77,-11.40,0.32,0.08,0.03,158.57
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,610.35,280.54,280.62,-54.31,-108.50,117.73,417.40,864.97,227.32,268.42,-771.46,186.75,-316.29,733.69,730.26,948.48,1749.32,2018.18,2417.99,999.14,1810.33,2093.71,2513.29,-1030.49,-768.85,-885.26,-912.32,677.09,199.21,253.04,17115.72
Soni Medicare,539378,,Healthcare,25.75,0.48,0.21,-0.25,0.21,0.43,0.87,1.30,-0.18,0.21,-0.25,0.31,0.27,0.60,0.87,-3.12,-1.05,0.00,2.86,-1.62,1.52,3.55,8.70,-4.65,-2.93,-2.17,-1.23,0.92,1.10,0.34,10.98
Sonu Infratech,,SONUINFRA,Construction,67.90,3.33,3.07,-0.35,-2.67,0.31,0.20,0.20,-7.50,-1.87,-6.07,8.08,0.13,0.07,0.20,-5.28,-16.60,,,5.52,6.50,,,,,-24.24,-12.48,0.32,0.13,,53.30
Sotac Pharma.,,SOTAC,Pharmaceuticals - Indian - Bulk Drugs & Formln,136.75,-16.12,-33.90,-19.68,29.54,-6.26,9.68,9.68,0.45,8.14,-11.67,13.14,9.61,0.08,9.68,,,,,,,,,,,,,0.27,,,151.11
Source Industrie,521036,,Textiles - Processing,2.53,-0.05,-0.05,0.00,0.00,-0.04,0.10,0.06,0.06,0.06,0.00,-0.04,0.02,0.08,0.10,-0.15,-0.31,-0.47,-0.77,-0.15,-0.31,-0.47,-0.77,-3.06,0.00,0.00,0.00,0.05,0.20,0.36,2.88
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,183.75,2.37,2.37,0.62,-0.04,2.95,2.91,5.86,2.59,2.51,0.06,-0.53,2.04,0.87,2.91,3.06,5.82,7.84,6.80,4.18,8.28,11.03,11.10,-4.73,-2.22,-2.05,0.75,2.71,0.76,0.20,118.28
South Asian Ent.,526477,,Trading,51.97,-1.41,-0.90,0.85,0.61,0.05,0.02,3.22,-1.58,-0.47,-0.71,1.15,-0.04,0.05,3.29,-2.33,,,,1.07,,,,,,,-4.29,5.25,,,20.79
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,27.02,7075.20,6900.55,-1985.90,-2147.61,2941.69,7080.49,7080.49,-7369.76,-7260.82,-386.06,3523.93,-4122.94,11203.43,7080.49,4659.09,10966.88,13251.72,15739.51,4979.70,11444.11,13914.89,16667.81,-12192.53,-8780.53,-6782.23,-4112.54,8767.88,4822.75,3887.72,7068.57
South West Pinn.,543986,SOUTHWEST,Mining / Minerals / Metals,119.80,18.28,-18.76,-37.39,19.44,0.33,0.05,8.73,-1.31,12.03,-13.61,7.39,5.80,2.88,7.56,-18.82,-19.25,-15.49,5.42,40.18,69.38,61.30,116.07,-129.21,-82.36,-93.51,-57.44,6.70,6.65,4.24,334.25
South. Magnesium,513498,,Mining / Minerals / Metals,221.00,-3.08,-3.12,0.11,2.16,-0.81,0.85,0.19,4.30,4.34,-2.53,-0.98,0.83,0.02,4.60,1.57,1.22,2.14,5.41,1.66,1.56,2.70,5.31,-2.71,-3.44,-3.13,-2.56,1.01,0.67,0.53,66.30
Southern Infosys,540174,,Trading,20.02,3.21,3.20,-0.85,0.00,2.36,0.18,2.61,-0.31,-0.28,-0.14,0.00,-0.42,0.60,0.25,3.43,3.44,,,3.68,4.17,,,,,-1.64,-1.46,0.39,0.06,,10.05
Southern Latex,514454,,Textiles - Products,30.00,-0.34,-0.34,0.30,0.00,-0.05,0.06,0.01,-0.30,-0.30,0.30,0.00,0.00,0.06,0.06,-0.92,-1.46,-2.07,-2.09,-0.92,-1.48,-2.09,-2.23,2.25,2.12,1.52,0.90,0.03,0.09,0.06,22.08
Sover. Diamonds,523826,,Diamond Cutting / Jewellery,27.57,1.40,0.84,0.98,-2.39,-0.01,0.04,0.03,-0.22,0.62,-0.82,0.20,0.00,0.04,0.04,1.02,4.21,9.67,15.76,3.01,7.93,14.41,22.25,-4.88,-3.17,-2.16,-0.43,1.28,0.07,0.01,15.95
SP Refractories,,SPRL,Refractories / Intermediates,304.50,1.59,0.44,-1.15,-0.44,0.00,0.01,0.01,-1.33,0.41,-1.73,0.51,-0.81,0.82,0.01,-3.23,-3.39,,,2.80,2.93,,,,,-6.28,-6.01,0.00,0.02,,54.49
SPA CAPT SER,542376,,Finance & Investments,54.80,2.35,2.30,-0.04,-2.33,-0.02,0.22,0.16,2.30,2.35,-0.04,-2.33,-0.02,0.22,0.20,4.53,-2.47,,,4.70,-2.37,,,,,0.71,-0.14,0.27,0.32,,16.85
Space Incubatric,541890,,Miscellaneous,1.66,-0.09,-0.54,0.00,-0.07,-0.16,0.25,0.09,19.74,19.74,0.56,-20.06,0.25,0.01,0.25,17.68,14.56,-42.63,,18.35,15.35,-41.84,,,2.55,2.28,0.96,0.03,0.01,,5.74
Spacenet Enterpr,,SPCENET,Trading,32.61,-1.13,-19.16,-40.30,45.59,4.16,1.97,6.13,-5.23,-5.15,-7.74,11.17,-1.72,3.69,1.98,-31.11,,,,-12.43,,,,,,,-62.85,,,0.27,1791.05
Span Divergent,524727,,Miscellaneous,27.08,2.50,2.12,0.12,-2.09,0.53,0.40,0.93,1.82,1.98,0.53,-2.30,0.20,0.19,0.40,12.06,12.39,-9.67,20.34,11.51,11.18,-7.65,40.52,13.05,17.34,6.48,-1.40,0.84,1.90,5.36,14.79
Spandana Sphoort,542759,SPANDANA,Finance & Investments,725.85,-2503.44,-2525.88,-10.37,3089.00,575.19,810.36,1870.00,-2065.17,-2052.51,-177.63,2316.51,86.37,724.00,1001.53,-3782.25,-5470.03,-7987.76,-8134.94,-3736.05,-5407.90,-7912.80,-8039.61,-196.51,-178.71,-113.88,-143.13,1376.11,348.22,292.43,5175.73
SPARC,532872,SPARC,Miscellaneous,240.90,-429.43,-455.45,391.11,42.81,4.49,0.58,155.06,-84.04,-69.12,-548.28,616.76,-0.64,1.22,111.58,-772.30,-1189.84,-1574.77,-1816.33,-706.78,-1069.49,-1424.17,-1637.59,-202.79,-236.24,-29.43,-186.34,9.31,0.68,70.31,7817.71
Sparc Electrex,531370,,Trading,19.69,-8.91,-8.91,0.01,10.25,1.34,0.25,1.59,-0.88,-1.38,0.50,0.34,-0.54,0.78,0.25,-11.14,-11.34,-11.78,-11.63,-10.58,-10.78,-11.22,-11.07,-0.01,-0.05,-0.43,-0.53,0.01,0.05,0.09,20.05
Speciality Rest.,534425,SPECIALITY,Hotels,177.25,62.46,34.59,-20.63,-41.99,-0.16,6.43,11.12,70.57,80.30,-70.67,-5.00,4.63,1.80,6.51,156.95,215.85,211.63,,196.73,277.89,302.32,,,-161.66,-144.48,-124.89,7.32,11.07,3.89,852.53
Spectra Industri,513687,,Auto Ancillaries,4.95,5.76,5.76,0.00,-5.76,0.01,0.03,0.04,4.67,4.58,0.10,-4.72,-0.04,0.08,0.03,14.44,19.72,24.13,22.77,14.35,19.63,24.16,28.32,-3.48,0.78,0.20,0.11,0.18,3.18,3.58,3.50
Spectrum Electr.,,SPECTRUM,Electric Equipment,2252.00,-0.81,-19.66,-34.52,38.67,3.34,8.65,8.65,-12.10,1.85,-9.15,13.69,6.39,2.26,8.65,-32.93,-50.40,,,22.13,40.58,,,,,-101.08,-66.45,8.50,1.70,,3514.60
Spectrum Foods,531982,,Food - Processing - Indian,27.97,3.31,0.54,-2.77,-0.26,0.28,0.12,0.40,9.01,9.07,-0.06,-0.40,8.62,0.04,0.12,9.67,17.19,21.12,12.91,13.07,21.07,24.29,30.19,-16.18,0.20,-0.84,-3.40,0.07,0.08,0.03,13.56
Spectrum Talent,,SPECTSTM,Diversified - Medium / Small,111.20,-4.81,-9.66,-4.84,75.79,66.15,6.22,6.22,7.07,9.16,-1.19,-7.17,0.80,5.43,6.22,-11.71,-2.42,,,-2.96,8.04,,,,,-8.34,-3.61,7.75,,,256.80
Spel Semiconduct,517166,,Electronics - Components,225.45,-3.23,6.95,11.61,-8.39,0.00,0.01,0.00,-2.12,-22.11,21.35,0.76,0.00,0.01,0.01,2.45,-0.26,-35.26,-32.07,-27.72,-30.43,-65.43,-61.47,71.79,69.01,36.24,34.17,0.05,0.61,0.53,1039.78
Spencer's Retail,542337,SPENCERS,Trading,90.18,35.08,3.12,11.25,-28.05,18.29,13.17,36.31,1.49,26.74,-25.61,-4.81,-3.68,16.85,17.62,35.20,81.31,-31.94,,116.42,228.08,167.42,,,-247.30,-79.74,-54.52,57.75,219.90,,812.81
Spenta Intl.,526161,,Textiles - Products,116.00,3.12,3.11,-2.63,-0.06,0.44,0.53,9.69,2.93,3.05,-0.30,-2.65,0.09,0.44,6.12,5.64,6.14,-2.40,-1.97,5.66,8.15,10.78,18.90,-20.08,-10.45,-3.53,-2.46,4.72,4.34,6.58,32.07
Spice IslandsInd,526827,,Textiles - Products,37.37,-1.22,-0.85,0.37,0.96,0.10,0.07,0.18,0.22,0.07,0.15,-0.30,-0.08,0.15,0.07,0.24,-0.45,-3.51,-8.76,-0.39,-1.53,-4.14,-7.00,4.43,4.21,3.29,0.67,0.43,0.76,2.24,16.07
SpiceJet,500285,,Transport - Airlines,52.41,82.23,103.61,550.32,-610.14,22.41,11.30,35.52,971.70,1003.70,-147.70,-877.80,-21.80,33.09,62.68,1239.69,3020.47,4014.13,,1314.24,3553.83,5068.55,,,-1009.01,308.22,614.33,41.83,147.05,105.90,4158.23
SPL Industries,532651,SPLIL,Trading,61.96,7.15,4.29,3.75,-10.74,0.16,1.09,27.49,0.26,13.90,-25.69,4.78,-7.01,8.11,35.83,7.54,63.91,88.94,82.61,29.13,87.09,118.79,125.14,-113.81,-97.57,-83.11,-26.27,82.53,16.30,5.17,179.68
SPML Infra,500402,SPMLINFRA,Construction,167.30,20.04,30.14,45.92,-86.58,-20.62,40.69,233.75,30.14,20.04,45.92,-86.58,-20.62,40.69,22.77,44.42,-99.14,277.81,660.74,21.12,-283.84,128.13,520.56,677.82,558.18,477.79,127.80,59.36,121.38,155.88,819.41
Sportking India,539221,SPORTKING,Textiles - Spinning - Synthetic / Blended,865.15,-235.79,-339.67,-45.61,271.30,-10.11,11.56,1.46,156.18,519.69,-391.85,-116.82,11.02,0.54,67.62,-166.69,-63.32,27.41,363.82,379.53,630.09,865.89,1242.34,-867.52,-827.37,-684.75,-540.30,0.83,8.89,0.52,1099.35
Sprayking Ltd,540079,,Mining / Minerals / Metals,39.99,-20.31,-26.99,-8.05,31.78,3.42,0.01,3.43,,,,,,,,,,,,,,,,,,,,,,,211.33
Spright Agro,531205,,Miscellaneous,51.42,-21.65,-21.82,-4.72,26.39,0.02,0.02,0.04,0.05,0.05,0.00,-0.03,0.02,0.00,0.02,-20.90,-20.13,-20.28,-20.36,-20.73,-19.96,-20.11,-20.19,-4.72,-4.72,-4.72,-4.72,0.00,0.02,0.00,2754.85
SPS Finquest,538402,,Finance & Investments,69.00,-34.27,-34.27,48.97,-17.36,-2.66,3.00,0.35,4.11,4.11,-7.18,-7.62,-10.69,13.70,3.00,-23.29,-35.94,-27.26,-12.19,-23.21,-35.84,-26.95,-11.86,36.83,38.52,50.74,47.90,0.38,0.19,0.64,69.95
SPS Intl.,530177,,Trading,35.60,-0.39,-0.39,-0.48,0.00,-0.87,3.59,2.72,2.27,2.30,0.00,1.01,3.30,0.28,3.59,2.15,-0.12,-0.01,0.06,1.18,-0.73,2.22,2.73,-0.59,-0.51,2.43,0.72,0.54,0.11,0.23,15.09
Square Four Pro.,526532,,Construction,7.98,1.66,1.48,-0.07,0.28,1.87,0.08,1.95,-0.12,-0.07,0.06,0.00,-0.01,0.09,0.08,1.18,1.10,0.83,,1.46,-1.13,-1.24,,,2.68,2.84,0.07,0.06,0.04,0.04,15.66
Sr. Jayala. Auto,530037,,Textiles - Cotton/Blended,10.31,-0.30,3.45,3.18,-2.52,0.36,0.03,0.40,-0.04,-0.04,0.00,0.04,0.01,0.03,0.03,4.03,3.37,3.23,2.25,0.28,-0.38,-0.52,-2.22,3.60,2.88,3.45,3.18,0.18,0.50,0.16,4.62
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals,554.95,132.64,123.61,-122.43,-21.90,-11.70,26.50,333.89,139.19,133.94,-98.62,-22.95,12.36,14.14,228.73,308.55,449.90,441.87,492.03,326.69,496.54,561.43,659.18,-453.27,-426.22,-375.34,-222.25,138.53,15.19,14.76,952.55
Sreechem Resins,514248,,Chemicals,87.30,0.78,0.27,-0.51,-0.29,-0.01,0.09,0.08,4.11,4.71,-0.60,-4.10,0.02,0.07,0.09,3.42,1.26,0.78,3.24,6.49,7.66,7.57,10.20,-6.90,-6.71,-6.33,-3.07,0.08,0.14,0.16,34.92
Sreeleathers,535601,SREEL,Trading,288.45,29.51,28.89,-29.60,-0.79,-0.88,6.35,10.53,28.03,29.08,-24.89,-0.63,3.56,2.80,7.86,73.34,112.86,168.25,189.63,75.14,114.92,158.21,179.77,-135.30,-116.06,-79.77,-70.01,4.97,7.02,5.75,667.92
Srestha Finvest,539217,,Finance & Investments,1.83,-14.30,-15.91,-27.16,50.00,8.54,1.11,9.66,-43.83,-42.38,-6.23,49.50,0.89,0.22,1.11,-62.37,-62.99,-60.30,-72.78,-59.30,-59.92,-57.22,-69.67,-32.72,-33.44,-32.74,-33.39,2.85,2.81,0.81,150.06
SRF,503806,SRF,Chemicals,2430.80,2093.86,-107.88,-2230.81,-71.70,-208.65,607.98,407.54,49.84,2901.71,-2963.79,219.58,157.50,450.48,616.46,230.56,729.04,-32.84,540.73,7101.29,10177.41,11751.03,14028.87,-13450.52,-11670.74,-9458.13,-6780.85,282.00,198.88,96.12,72054.95
SRG Housing,534680,SRGHFL,Finance - Housing,330.70,-140.13,-143.90,-0.63,138.55,-2.21,23.46,21.25,-89.76,-83.22,8.58,73.23,-1.41,24.87,23.46,-235.09,-241.84,-400.13,-447.92,-219.90,-223.32,-379.72,-426.43,-30.33,-28.83,-26.94,1.48,27.01,28.48,22.19,439.83
Sri Adhik. Bros.,530943,SABTNL,Entertainment / Electronic Media Software,250.45,-10.80,33.96,44.76,-9.57,24.39,0.22,24.69,0.13,0.13,0.00,0.00,0.13,0.09,0.22,33.87,33.96,51.88,-14.23,-10.89,-10.80,6.86,213.07,-235.35,45.28,44.76,44.76,0.31,0.22,1.89,635.47
Sri Havisha,531322,HAVISHA,Hotels,2.52,4.31,0.85,-3.59,-1.99,-1.27,1.96,1.67,1.43,1.47,0.08,0.01,1.56,0.42,1.98,1.45,14.67,13.52,14.78,5.00,13.98,12.83,3.15,20.88,9.95,9.95,-3.36,0.49,0.03,0.01,76.44
Sri KPR Inds.,514442,,Power Generation And Supply,36.10,3.06,6.43,1.96,-2.11,2.92,1.87,4.78,-2.58,0.20,-0.45,-3.60,-3.85,5.72,1.87,7.70,14.29,-15.30,-6.44,7.11,6.46,1.41,37.85,-9.58,6.07,27.74,4.37,2.69,3.42,12.77,72.73
