Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Vindhya Telelink,517015,VINDHYATEL,Construction,2510.00,2974.40,10.51,0.61,0.74,4.40,0.12,7.66,43.54,14.85,0.00,23.53,3296.59,1.19,3352.76,3.24,0.97,0.00,6.00,3.00,0.64,1.62,15499.00,43.54,23.36,83.00,2.74,,103.97,6.85,4242.01,125.43,82.40,83.00,124.83,45.15,1.58,-0.02,0.00,9.73,2878.67,8.11,3.34,5.58,14708.00
Vineet Laborator,543298,VINEETLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,57.90,53.36,51.84,0.00,1.55,0.89,1.28,3.01,37.50,5.25,0.00,34.70,97.22,0.92,37.67,2.38,0.51,0.00,3.00,0.00,1.29,3.35,9638.00,37.50,6.46,76.59,3.58,,126.43,4.40,30.77,131.48,103.37,76.59,158.26,62.50,0.00,-0.24,0.00,0.00,36.53,8.69,1.00,3.74,9514.00
Vinny Overseas,543670,VINNY,Textiles - Processing,4.39,102.13,28.84,0.00,3.25,5.49,0.50,11.97,71.87,5.18,0.00,21.29,117.58,23.26,1.35,5.72,0.82,0.00,7.00,2.00,1.75,2.06,41401.00,71.87,10.97,53.30,2.79,,55.28,9.10,2.15,15.78,102.79,53.30,65.27,28.13,0.00,0.00,0.00,0.00,1.20,10.50,3.95,8.90,28103.00
Vinsys IT Serv.,,VINSYS,Computers - Education,357.00,524.01,22.88,0.00,5.18,31.43,0.18,92.64,68.13,5.25,0.00,35.60,531.75,1.47,68.81,,4.23,48.42,3.00,2.00,2.34,2.95,1244.00,68.13,72.61,50.05,1.58,,29.50,19.69,155.45,50.05,,50.05,0.00,25.69,5.23,-0.25,-1.24,0.95,,52.46,27.85,94.14,1011.00
Vintage Coffee,538920,,Tea,67.88,781.18,65.21,0.07,4.28,4.49,0.58,8.72,40.57,2.42,37.07,30.73,873.27,11.51,15.88,1.26,1.38,77.56,5.00,3.00,0.49,1.60,9045.00,25.53,6.63,60.36,1.36,,330.96,7.29,20.22,369.83,8.94,60.36,318.41,57.19,2.24,2.24,0.00,0.00,10.36,5.12,1.57,3.62,7983.00
Vintage Secur.,531051,,Finance & Investments,14.61,5.36,,0.00,0.36,0.00,0.00,0.00,53.79,0.38,0.00,23.18,5.28,0.37,40.83,,1.60,0.00,5.00,3.00,0.00,0.92,1205.00,53.79,0.00,,1.78,,,0.11,,,,,,46.21,0.00,0.00,0.00,0.00,23.37,0.49,0.32,0.36,1154.00
Vintron Info.,517393,,Trading,35.34,276.91,,0.00,,-16.86,,,73.93,-0.55,0.00,34.16,287.66,7.84,-1.64,8.97,0.41,0.00,3.00,5.00,3.32,-0.44,16143.00,73.93,,31.55,3.16,,-56.99,-45.09,,-51.66,100.86,31.55,17.65,26.09,0.00,0.00,0.00,0.00,-1.48,-26.11,-10.05,,15844.00
Vinyas Innovativ,,VINYAS,Electronics - Components,1033.00,1300.00,84.69,0.00,10.14,7.11,0.75,33.71,29.38,2.47,0.00,81.92,1383.46,1.26,101.86,2.37,0.85,0.00,4.00,4.00,1.47,4.74,854.00,29.38,23.79,24.11,10.27,,101.03,11.05,167.20,114.46,63.55,24.11,153.90,67.35,0.03,,,3.24,,17.68,3.36,19.07,
Vinyl Chemicals,524129,VINYLINDIA,Trading,416.25,763.30,34.97,1.62,6.53,9.08,0.00,18.98,50.41,4.03,0.00,34.16,757.60,1.83,63.68,5.49,0.98,0.00,5.00,5.00,2.48,2.06,44460.00,50.41,18.74,64.96,3.16,,67.13,9.73,130.63,25.26,117.61,64.96,77.91,49.49,0.09,0.09,0.00,0.00,61.79,44.41,20.20,32.55,45819.00
Vinyoflex,530401,,Plastics Products,93.26,40.27,10.94,0.00,1.33,10.74,0.03,12.97,51.33,14.03,0.00,34.93,34.79,0.43,69.97,4.65,7.15,0.00,8.00,3.00,1.33,1.13,6547.00,51.33,12.15,99.31,3.72,,142.64,15.39,115.82,162.49,14.09,99.31,77.27,48.67,0.00,0.00,0.00,0.00,61.45,16.04,9.94,13.99,6236.00
VIP Clothing,532613,VIPCLOTHNG,Textiles - Products,40.35,333.29,,0.00,2.40,-4.55,0.58,-9.09,49.58,-1.74,17.47,31.14,409.45,8.26,16.75,1.31,0.63,0.00,4.00,2.00,0.66,2.01,33189.00,40.92,-2.60,116.10,2.37,,216.95,-2.60,,272.18,125.13,116.10,281.21,50.29,0.12,0.09,0.00,0.00,16.94,4.92,0.65,1.35,32076.00
Vippy Spinpro,514302,,Textiles - Cotton/Blended,167.50,98.31,22.60,0.00,1.30,3.31,0.82,5.90,66.58,5.42,0.00,26.01,160.37,0.59,129.56,5.52,0.90,0.00,3.00,5.00,1.90,1.73,8124.00,66.58,4.79,49.70,1.46,,108.81,5.94,146.98,125.47,5.22,49.70,80.99,33.39,0.00,0.00,0.00,0.03,121.50,16.75,10.68,15.91,8039.00
Vipul Ltd,511726,VIPULLTD,Construction,47.17,565.97,2.43,0.00,1.60,17.48,0.53,101.08,51.51,46.25,10.88,33.28,705.02,12.00,29.32,0.17,0.75,0.00,7.00,5.00,0.15,3.83,8506.00,45.91,58.00,438.91,2.89,,609.71,25.01,113.31,1796.49,193.31,438.91,1550.89,46.08,1.89,1.89,0.52,0.52,9.55,3.82,-1.80,-17.12,7743.00
Vipul Organics,530627,,Dyes And Pigments,178.95,232.86,69.72,0.50,4.04,2.57,0.52,6.00,67.02,2.74,0.00,37.72,260.87,1.30,44.13,2.90,0.81,0.00,6.00,4.00,1.15,2.23,6864.00,67.02,6.51,108.13,1.55,,105.45,5.17,50.48,83.40,147.02,108.13,122.29,32.52,0.46,0.20,0.00,0.00,41.38,6.55,1.52,3.61,6864.00
Virat Crane Inds,519457,,Food - Processing - Indian,69.50,141.92,14.02,0.00,2.20,12.77,0.09,17.15,74.50,8.20,0.00,38.34,147.06,2.04,31.37,8.52,2.12,0.00,7.00,5.00,1.70,1.24,5088.00,74.50,22.63,43.07,3.49,,75.86,14.35,59.14,22.96,40.97,43.07,20.85,25.50,0.00,0.00,0.00,0.00,26.41,14.91,11.72,15.20,4627.00
Virat Industries,530521,,Textiles - Products,168.00,82.66,108.76,0.00,3.24,2.45,0.02,3.00,27.20,1.44,0.00,31.14,75.03,0.49,52.04,1.23,3.22,0.00,6.00,1.00,1.05,1.21,2045.00,27.20,3.13,53.25,2.37,,142.08,3.44,42.51,257.26,42.52,53.25,246.53,72.29,0.51,0.00,0.00,0.00,50.76,9.14,5.54,6.63,1956.00
VIRAT LEASING,539167,,Finance & Investments,93.18,120.95,,0.00,7.72,-0.79,0.00,-0.83,0.00,-0.05,0.00,23.18,120.93,1.30,12.07,,0.20,0.00,3.00,5.00,0.05,1.06,387.00,0.00,-0.37,29.37,1.78,,-285.29,-0.36,,29.37,,29.37,,100.00,0.00,0.00,0.00,0.00,12.17,0.00,-0.30,-0.32,371.00
Virgo Global,532354,,Computers - Software - Medium / Small,9.44,9.92,41.33,0.00,12.40,1.97,3.07,34.78,31.01,2.90,0.00,34.11,12.25,1.05,0.76,15.31,0.32,0.00,3.00,3.00,6.96,15.07,9904.00,31.01,7.95,4.51,3.70,,13.49,4.10,1.98,13.47,23.69,4.51,32.65,68.98,0.00,0.00,0.00,0.00,0.54,19.34,2.16,47.83,8789.00
Virinchi,532372,VIRINCHI,Computers - Software - Medium / Small,34.70,326.75,24.25,0.00,0.72,1.65,0.72,3.16,38.25,9.52,10.16,34.11,636.58,9.42,47.66,1.81,1.47,0.00,5.00,4.00,0.37,1.80,31856.00,34.36,6.58,90.07,3.70,,175.12,7.09,39.54,90.07,,90.07,,60.79,0.98,0.02,0.00,0.00,47.53,8.01,1.71,3.31,28783.00
Virtual Global,534741,,Miscellaneous,0.86,36.44,,0.00,0.63,-2.28,0.00,-3.00,11.15,-5.07,0.00,94.56,35.73,42.37,1.37,,4.93,,4.00,2.00,0.01,1.37,85410.00,11.15,-5.55,9244.85,4.67,,9876.79,-2.32,,9244.85,,9244.85,,84.91,3.92,0.00,0.00,0.02,1.49,,,,79968.00
Virtualsoft Sys.,531126,,Computers - Software - Medium / Small,5.82,5.99,,0.00,,-10.69,,,71.09,-4.38,0.00,34.11,52.92,1.03,-22.97,,0.76,0.00,4.00,2.00,0.23,-0.95,3056.00,71.09,-11.62,90.54,3.70,,-29.23,-10.12,,90.54,,90.54,0.00,28.44,0.00,0.00,0.00,0.49,-21.21,-22.25,-18.85,,3071.00
Virtuoso Optoel.,543597,,Domestic Appliances,299.50,684.03,67.53,0.00,3.59,3.66,0.64,10.82,56.88,4.20,0.00,89.61,818.93,2.28,82.96,3.31,0.78,0.00,5.00,4.00,1.92,2.95,2938.00,56.88,14.48,18.03,6.87,,54.47,7.55,90.99,59.03,69.17,18.03,110.17,41.57,0.31,0.31,-0.19,1.24,41.00,18.42,3.87,13.52,1707.00
Virya Resources,512479,,Construction,667.00,100.05,,0.00,18.09,-4.58,0.00,-5.11,74.98,-0.15,0.00,36.76,100.05,0.15,36.87,,4.03,0.00,3.00,4.00,0.00,1.15,233.00,74.98,-7.35,,3.11,,,-2.42,,,,,,25.02,0.00,0.00,0.00,0.00,38.73,10.38,7.42,8.81,232.00
Visa Steel,532721,VISASTEEL,Mining / Minerals / Metals,26.78,310.09,,0.00,,-6.85,,,48.26,-2.50,79.42,19.67,1693.79,11.58,-72.90,55.30,0.03,0.00,4.00,4.00,0.64,-1.24,19669.00,9.93,-8.20,0.00,1.45,,-236.62,-4.07,,-34.12,40.88,0.00,6.76,34.33,17.42,0.00,0.00,0.00,-66.68,-7.45,-6.18,,20438.00
Visagar Finan.,531025,,Finance & Investments,0.87,50.83,,0.00,0.84,-1.33,0.70,-1.98,5.95,-1.03,0.00,23.18,90.90,58.39,1.04,22.70,3.62,0.00,1.00,5.00,3.68,1.50,161691.00,5.95,-5.68,1.93,1.78,,15.59,-0.92,,16.43,0.00,1.93,14.50,94.04,0.00,0.00,0.00,0.00,1.06,4.32,2.81,3.47,124688.00
Visagar Polytex,506146,VIVIDHA,Trading,1.18,34.54,,0.00,21.87,-84.49,2.33,-156.08,5.63,-37.54,83.69,34.16,41.04,29.27,0.05,2.47,55.00,0.00,5.00,2.00,0.45,6.59,131458.00,0.92,-163.84,138.71,3.16,,279.64,-158.59,,184.68,0.00,138.71,45.98,94.36,0.00,0.00,0.00,0.00,0.58,-2.69,-4.97,-7.86,110105.00
Visaka Industrie,509055,VISAKAIND,Cement Products,116.35,1005.33,1168.97,0.42,1.34,0.06,0.71,0.11,48.42,2.64,12.14,44.59,1503.26,8.64,87.10,2.23,0.51,0.00,3.00,3.00,1.07,1.90,51717.00,42.54,0.90,33.38,2.38,,109.86,2.65,13.97,181.19,39.79,33.38,187.60,50.57,0.71,0.38,0.28,0.30,89.29,9.81,4.62,7.62,43774.00
Visaman Global,,VISAMAN,Trading,47.35,62.35,55.18,,,2.30,4.37,13.66,72.98,5.94,0.00,34.16,105.63,1.38,,24.43,0.89,0.00,4.00,2.00,7.64,4.95,,72.98,8.12,28.77,3.16,,50.61,10.40,,46.41,2.84,28.77,20.48,,,,,,,16.25,2.83,15.50,
Visco Trade,540097,,Finance & Investments,66.50,159.69,4.82,0.30,3.12,37.74,1.19,137.47,68.84,21.04,0.00,23.18,220.26,2.40,21.34,4.35,1.03,0.00,8.00,5.00,2.41,1.71,2089.00,68.84,177.19,0.88,1.78,,36.55,39.90,81.42,50.08,0.00,0.88,49.20,31.15,0.00,0.00,0.00,0.00,-1.26,-17.81,-24.13,-533.52,932.00
Visesh Infotec.,532411,VISESHINFO,Computers - Software - Medium / Small,0.40,150.98,,0.00,0.35,-0.73,0.07,-0.82,1.95,-2.81,0.00,34.11,146.95,377.44,1.14,0.01,1.39,0.00,4.00,2.00,0.00,1.13,500678.00,1.95,-1.48,23569.54,3.70,,52904.72,-0.83,,66031.20,8005.67,23569.54,50467.33,98.04,0.00,0.00,0.00,0.00,1.15,-1.09,-0.90,-1.01,500678.00
Vishal Bearings,539398,,Bearings,134.05,144.65,130.33,0.00,4.08,1.12,1.39,3.23,70.79,2.62,0.00,34.78,193.30,1.08,32.84,1.27,0.45,0.00,5.00,3.00,1.00,2.79,8909.00,70.79,4.24,37.72,4.44,,183.31,4.81,27.57,239.47,97.06,37.72,298.81,29.21,0.00,0.00,0.00,0.00,30.91,20.52,8.59,27.24,8815.00
Vishal Fabrics,538598,VISHAL,Textiles - Processing,22.60,446.57,21.15,0.00,1.09,2.36,0.92,5.27,68.99,8.64,9.88,21.29,816.33,19.76,20.85,15.01,1.57,0.00,4.00,2.00,1.62,2.17,36058.00,62.18,6.22,128.57,2.79,,134.47,7.53,22.40,128.58,26.38,128.57,26.39,27.32,3.68,-0.05,0.00,0.00,19.75,14.60,5.84,14.06,34409.00
Vishnu Chemicals,516072,VISHNU,Chemicals,476.80,3124.29,30.88,0.09,4.43,8.51,0.45,18.13,68.36,5.41,3.84,39.79,3379.27,6.55,107.00,1.93,0.81,0.00,4.00,3.00,1.02,1.70,29277.00,65.74,12.27,69.18,3.67,,102.12,13.62,192.73,143.71,187.32,69.18,261.84,24.06,0.22,-0.11,0.28,7.37,69.38,30.12,13.59,38.67,30089.00
Vishnu Prakash R,543974,VPRPL,Construction,200.10,2494.11,20.39,0.00,3.47,10.32,0.55,23.60,67.81,7.44,0.00,23.53,2798.93,12.46,57.85,3.11,1.12,0.00,4.00,5.00,1.25,1.64,84560.00,67.81,14.02,165.98,2.74,,206.13,13.46,112.96,202.77,103.05,165.98,139.84,26.90,1.11,-1.95,-0.80,4.16,,33.92,13.69,38.30,71442.00
Vishnusurya,,VISHNUINFR,Mining / Minerals / Metals,202.00,497.11,18.03,0.50,3.79,23.41,0.15,49.01,62.24,8.25,0.00,19.15,513.91,2.46,53.39,2.22,2.31,0.00,3.00,5.00,1.96,2.09,672.00,62.24,33.87,27.56,3.52,,61.35,24.33,116.02,27.56,,27.56,,37.76,0.00,-0.36,-3.34,0.00,,31.99,14.85,37.39,2703.00
Vishvprabha Ven.,512064,,Construction,94.90,16.28,,0.00,4.22,-1.44,4.43,-6.76,60.67,2.01,0.00,36.76,33.30,0.17,22.51,2.07,0.60,0.00,3.00,2.00,0.32,4.85,525.00,60.67,3.18,452.11,3.11,,583.39,2.65,,577.97,178.00,452.11,303.87,39.33,0.00,0.00,0.00,0.00,24.08,-0.63,-0.63,-1.68,501.00
Vishwaraj Sugar,542852,VISHWARAJ,Sugar,16.90,317.33,21.88,0.60,1.17,1.90,1.36,5.54,33.69,7.77,0.00,16.08,681.66,18.78,14.29,1.35,0.26,0.00,7.00,5.00,0.72,2.84,164836.00,33.69,6.30,26.98,1.31,,170.40,6.60,15.76,193.04,91.02,26.98,257.08,66.04,0.26,0.26,0.00,0.00,13.61,8.40,-3.14,-8.71,160032.00
Vishwas Agri,,VISHWAS,Miscellaneous,72.90,72.90,12.13,0.00,,11.23,1.52,41.94,70.00,10.29,0.00,34.07,101.43,1.00,,4.07,0.86,0.00,3.00,2.00,1.40,3.73,1395.00,70.00,33.47,94.95,3.20,,85.87,12.82,,91.15,93.45,94.95,89.65,30.00,0.00,,,0.00,,28.83,12.25,55.86,
Vision Cinemas,526441,,Entertainment / Electronic Media Software,1.39,9.84,,0.00,1.16,-0.99,0.00,-1.28,38.82,-1.17,0.00,41.23,9.79,7.08,1.20,,4.48,0.00,4.00,4.00,0.14,1.30,14801.00,38.82,-1.22,145.54,2.96,,1626.33,-1.04,,145.54,,145.54,,61.15,0.02,0.00,0.00,0.00,1.22,1.43,3.90,5.36,13251.00
Vision Corpn.,531668,,Entertainment / Electronic Media Software,4.10,8.19,,0.00,0.38,0.03,0.03,0.04,25.38,-11.95,0.00,41.23,8.72,2.00,10.96,0.00,0.29,0.00,7.00,5.00,0.26,1.35,8120.00,25.38,0.24,83.63,2.96,,104.42,-3.23,,83.63,,83.63,,74.62,0.00,0.00,0.00,0.00,11.50,0.17,0.14,0.17,8120.00
Vista Pharma.,524711,,Pharmaceuticals - Indian - Formulations,12.40,48.14,,0.00,1.20,-7.91,0.20,-12.70,27.81,-6.95,0.00,26.15,56.01,3.88,10.42,1.23,1.15,0.00,4.00,3.00,0.18,1.41,14015.00,27.81,-10.37,506.53,3.36,,491.28,-6.83,,481.08,304.24,506.53,278.78,72.16,0.00,0.00,0.00,0.03,8.30,-10.26,-10.14,-17.15,13908.00
Vistar Amar,538565,,Food - Processing - Indian,192.00,61.44,16.55,0.00,3.67,19.16,0.00,24.87,65.62,8.77,0.00,38.34,57.82,0.32,52.41,13.62,3.29,0.00,6.00,6.00,3.83,1.15,7617.00,65.62,22.56,47.34,3.49,,53.01,23.70,116.92,49.14,25.38,47.34,27.18,34.38,0.00,0.00,0.00,0.00,40.81,36.67,19.88,27.63,6737.00
Vital Chemtech,,VITAL,Chemicals,76.90,184.18,,0.65,2.18,-0.94,0.31,-1.45,73.43,0.44,0.00,39.79,209.47,2.40,35.21,5.60,1.24,0.00,3.00,3.00,0.71,1.54,2320.00,73.43,0.91,142.03,3.67,,162.09,0.65,,133.48,73.69,142.03,65.13,25.68,0.56,-0.22,-0.63,0.33,37.41,14.89,7.60,15.96,2276.00
Vitesse Agro,540823,,Trading,8.37,3.78,378.12,0.00,0.48,0.04,0.92,0.13,63.89,0.51,0.00,34.16,9.51,0.45,17.77,97.82,1.01,0.00,2.00,1.00,0.76,2.87,4090.00,63.89,0.07,128.09,3.16,,123.53,0.24,2.97,44.91,86.04,128.09,2.85,36.11,0.00,,,0.00,17.17,5.99,2.22,6.80,
Vivaa Tradecom,544002,,Trading,42.00,16.54,23.63,0.00,0.79,1.42,0.20,5.78,30.11,4.83,0.00,34.16,20.30,0.39,53.43,10.05,1.13,0.00,3.00,4.00,4.03,4.06,521.00,30.11,4.62,46.45,3.16,,27.45,1.56,46.23,22.19,60.57,46.45,36.31,69.89,0.00,,,0.00,,4.00,0.35,2.19,
Vivanta Indust.,541735,,Miscellaneous,4.02,50.26,48.32,0.76,3.06,2.38,0.95,6.45,11.97,2.21,0.00,34.07,65.34,12.50,1.32,49.63,1.83,0.00,4.00,0.00,0.85,2.65,79350.00,11.97,4.57,188.38,3.20,,113.01,2.98,1.57,83.96,119.13,188.38,14.71,88.03,0.00,0.00,0.00,0.00,1.26,9.84,4.66,9.73,60685.00
Vivanza Biosci.,530057,,Trading,5.24,20.96,38.11,0.00,4.51,2.62,1.11,12.60,43.24,4.34,0.00,34.16,25.96,4.00,1.16,11.58,1.13,0.00,8.00,1.00,1.33,4.52,6992.00,43.24,10.40,151.30,3.16,,77.09,5.69,1.89,63.81,115.76,151.30,28.27,56.75,0.00,0.00,0.00,0.00,1.02,10.91,3.15,15.83,5937.00
Viviana Power,,VIVIANA,Transmisson Line Towers / Equipment,902.20,538.62,82.99,0.00,21.98,19.09,0.68,36.18,73.38,2.13,0.00,73.26,555.27,0.60,41.02,11.07,1.25,0.00,5.00,4.00,1.93,1.89,579.00,73.38,41.43,112.85,5.57,,110.06,22.21,100.17,110.56,35.26,112.85,32.97,26.62,0.00,0.00,0.00,0.00,30.05,24.85,10.85,24.35,400.00
Vivid Global,524576,,Dyes And Pigments,20.25,18.49,102.68,0.00,1.23,0.62,0.26,1.22,48.80,3.61,0.00,37.72,18.00,0.91,16.31,2.23,0.90,43.01,7.00,2.00,1.18,1.95,5768.00,48.80,3.19,71.92,1.55,,98.65,2.14,8.51,103.86,133.57,71.92,165.51,51.20,0.00,0.00,0.00,0.00,16.11,1.56,-0.65,-1.28,5628.00
Vivid Mercantile,542046,,Trading,61.33,61.49,4.74,0.00,1.18,27.78,0.09,31.70,45.24,21.61,0.00,34.16,65.89,1.00,52.22,0.52,6.24,0.00,6.00,4.00,0.21,0.89,349.00,45.24,22.40,197.69,3.16,,2160.74,24.92,123.33,763.68,1.49,197.69,567.48,54.74,0.00,0.00,0.00,0.00,29.47,-1.66,-1.60,-1.75,350.00
Vivo Bio Tech,511509,,Pharmaceuticals - Indian - Bulk Drugs & Formln,40.00,59.65,23.56,0.00,1.08,1.94,1.34,4.76,42.08,8.99,0.00,34.70,131.33,1.49,36.50,0.46,1.01,0.00,5.00,2.00,0.35,2.39,18971.00,42.08,6.07,94.76,3.58,,314.89,8.63,37.34,825.71,100.49,94.76,831.44,57.92,0.00,0.00,0.00,0.00,34.80,11.05,2.16,5.39,15615.00
Vivo Collaborat.,,VIVO,Computers - Software - Medium / Small,75.00,15.11,,0.00,1.11,-4.40,0.00,-4.70,73.40,-4.44,0.00,34.11,14.85,0.20,67.54,56.20,15.98,0.00,2.00,5.00,0.34,1.07,226.00,73.40,-10.91,20.43,3.70,,277.63,-4.56,,-39.32,66.25,20.43,6.49,26.60,0.00,0.00,0.00,0.00,70.82,3.97,2.41,2.55,233.00
VJTF Eduservices,509026,,Miscellaneous,94.99,167.18,114.78,0.00,5.06,0.26,0.98,1.05,68.93,3.16,0.00,94.56,198.39,1.76,18.74,,0.50,0.00,6.00,3.00,0.16,3.96,483.00,68.93,-54.15,2.64,4.67,,391.37,4.24,,2.64,,2.64,,31.07,0.00,0.00,0.00,0.00,18.31,6.31,0.45,1.28,421.00
VKJ Infradevelop,536128,,Construction,0.46,10.95,547.30,0.00,0.42,0.06,0.04,0.08,26.33,0.18,0.00,36.76,11.87,23.80,1.10,,2.02,,7.00,1.00,0.00,1.33,14835.00,26.33,0.24,,3.11,,,0.06,0.14,,,,,73.66,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,14343.00
VL E-Governance,543958,VLEGOV,Computers - Software - Medium / Small,66.21,701.51,,0.00,0.28,-0.29,0.02,-0.30,33.16,-1.00,0.00,34.11,752.53,10.60,231.09,,36.18,0.00,4.00,3.00,0.01,1.07,159966.00,33.16,-0.31,19222.12,3.70,,40948.82,-0.30,,19222.12,,19222.12,0.00,58.57,1.94,0.14,0.00,6.32,,0.31,0.22,0.23,173287.00
VLS Finance,511333,VLSFINANCE,Finance & Investments,303.35,1055.56,3.24,0.49,0.34,9.81,0.00,11.83,50.84,39.62,0.00,23.18,1012.65,3.48,857.18,,30.32,0.00,8.00,5.00,0.12,1.11,27480.00,50.84,88.08,15.53,1.78,,174.82,10.88,1340.78,15.53,,15.53,,48.39,0.74,0.22,0.00,0.03,646.78,2.13,1.66,2.05,27067.00
VMS Industries,533427,,Miscellaneous,42.84,104.82,16.58,0.00,1.64,4.87,0.35,10.39,38.10,14.79,53.00,43.69,67.95,2.45,26.09,11.58,1.19,0.00,8.00,5.00,2.05,2.03,5536.00,17.91,8.69,45.75,8.63,,29.10,5.87,38.92,-15.66,121.43,45.75,60.01,61.49,0.41,0.41,0.00,0.00,23.54,2.91,0.66,1.29,3466.00
Vodafone Idea,532822,IDEA,Telecommunications - Service Provider,17.81,120892.26,,0.00,,-16.30,,,38.17,-1.48,0.00,50.00,364165.06,6787.89,-20.78,1.78,0.24,0.00,5.00,2.00,0.22,-1.88,4564673.00,38.17,-4.06,18.78,2.25,,-215.90,-2.92,,18.78,,18.78,,20.41,12.13,9.86,2.41,5.46,-15.28,-3.82,-14.64,,3124128.00
Voith Paper,522122,,Textiles - Products,1978.00,868.33,23.92,0.36,2.47,9.81,0.00,10.94,74.04,7.16,0.00,31.14,692.25,0.44,793.13,1.84,6.76,14.68,6.00,2.00,0.49,1.06,4828.00,74.04,10.54,51.33,2.37,,121.62,12.53,1214.22,150.20,107.35,51.33,206.22,25.73,0.00,0.00,-0.14,0.23,717.80,14.23,9.53,10.56,4849.00
Volt.Transform.,532757,VOLTAMP,Electric Equipment,11564.45,11699.87,38.09,0.35,8.63,22.41,0.00,24.98,38.00,3.60,0.00,58.82,11673.66,1.01,1337.95,5.64,2.17,0.00,7.00,5.00,1.18,1.01,26754.00,38.00,64.77,53.92,8.34,,83.76,26.29,3024.18,124.23,2.73,53.92,73.05,10.19,24.84,1.61,-1.81,26.88,1094.41,25.07,17.21,19.18,30223.00
Voltaire Leasing,509038,,Finance & Investments,14.28,5.88,,0.00,0.30,-0.97,0.00,-1.02,2.91,-3.32,0.00,23.18,5.73,0.41,47.91,2.00,1.15,0.00,6.00,5.00,0.04,1.04,1313.00,2.91,-95.00,8.30,1.78,,0.00,-0.92,,8.30,,8.30,0.00,97.09,0.00,0.00,0.00,0.00,47.67,1.33,0.85,0.97,1217.00
Voltas,500575,VOLTAS,Air-conditioners,1481.70,49027.23,197.47,0.37,8.39,2.23,0.13,4.40,30.30,1.12,0.00,81.12,48918.54,33.09,175.91,5.28,0.88,0.00,6.00,2.00,1.12,1.91,241794.00,30.30,11.03,74.07,8.79,,32.44,4.52,173.62,10.09,143.40,74.07,79.42,14.41,14.71,-2.47,3.36,40.36,164.77,9.67,2.44,4.42,261009.00
VRL Logistics,539118,VRLLOG,Miscellaneous,568.90,4976.07,56.11,0.89,5.25,4.32,1.10,9.23,60.24,3.34,0.00,38.47,5993.45,8.75,108.13,0.00,0.43,0.00,4.00,3.00,1.41,2.17,62997.00,60.24,7.33,11.18,3.17,,9.12,8.96,157.20,11.18,,11.18,,9.93,3.26,0.75,-1.56,26.57,110.46,17.94,19.75,39.70,58744.00
Vruddhi Engineer,544157,,Trading,310.90,78.46,137.64,0.00,,7.28,1.07,26.89,72.05,1.55,0.00,34.16,81.18,0.25,,34.37,1.08,0.00,4.00,2.00,2.79,3.69,161.00,72.05,16.06,88.32,3.16,,60.89,10.45,,51.53,47.42,88.32,10.62,15.27,6.34,,,6.34,,38.72,16.99,67.57,
Vrundavan Planta,544011,,Miscellaneous,42.10,22.45,13.28,0.00,,,0.41,,62.65,10.33,0.00,34.07,24.39,0.53,,,0.71,,0.00,0.00,,,752.00,62.65,,,3.20,,,13.37,,,,,,37.36,0.00,0.00,0.00,0.00,,,,,1072.00
VSF Projects,519331,,Construction,54.10,88.95,,0.00,1.77,-0.19,0.63,-0.56,43.38,-0.13,0.00,23.53,117.12,1.64,30.61,,0.73,0.00,2.00,4.00,0.00,1.58,8301.00,43.38,-0.25,0.00,2.74,,-9904.77,-0.16,121.84,0.00,,0.00,,53.29,0.00,0.00,0.00,3.33,2.12,0.35,0.02,0.53,8262.00
VST Industries,509966,VSTIND,Cigarettes,3991.40,6162.74,20.44,3.73,4.93,17.88,0.00,24.80,32.16,6.43,0.00,23.74,6127.58,1.54,811.05,1.88,1.64,0.00,6.00,7.00,0.84,1.35,32868.00,32.16,29.84,11.92,5.00,,181.67,22.95,1887.82,174.73,57.20,11.92,220.01,50.42,1.37,-0.02,-1.83,15.69,763.96,38.05,20.15,29.01,31073.00
VST Till. Tract.,531266,VSTTILLERS,Automobiles - Tractors,4187.60,3617.89,29.75,0.60,3.92,10.76,0.00,13.90,55.63,4.43,0.00,36.83,3572.51,0.86,1069.59,5.83,3.97,,8.00,1.00,0.86,1.22,26855.00,55.63,13.32,58.50,4.45,,236.94,13.52,1839.76,68.99,54.91,58.50,65.39,25.62,1.88,-0.14,0.26,16.87,954.28,15.89,8.98,11.74,26121.00
